count,count,size,size
mean,std,mean,std
3426.0,0.0,3445.818802756769,9.331218753551675e-13
3425.05,0.6863327411532598,3444.7415074357805,1.0271666658258778
3422.4,1.5008769366431645,3442.2375003458774,2.912218924632463
3419.3,1.8093325317714035,3439.875106853917,5.096416537765523
3415.9,1.8035053587243286,3435.8949810962163,5.416584956854334
3412.55,2.981963323576917,3433.275335632336,6.384668795052274
3409.0,3.9202577788496993,3429.7285592817666,7.671648482723854
3405.6,4.672427521895703,3425.8526369164383,7.813840276337228
3402.35,4.793361637668672,3423.157100192186,8.652286737192735
3399.4,4.694902050432777,3419.7465758399267,9.275262247432622
3395.9,4.470958922223568,3415.2532781590066,9.196310363131076
3392.7,5.222421297686189,3411.0223861319223,9.740728613612802
3389.35,5.323977539594365,3408.141691115762,10.93744928864116
3385.35,5.343712488326326,3403.2191049455178,11.107465651434715
3382.45,5.77175518319487,3399.982147781896,11.678270100392838
3378.6,5.566818991507676,3395.5774423885496,10.503680269276796
3374.9,6.0428295916469645,3391.561997301856,11.689889454939424
3371.3,6.0879518637007015,3388.760744546186,12.432631801881122
3368.0,5.91162992930483,3385.8084413585652,12.46030920526062
3364.15,5.993636976871916,3382.9002642283936,13.309130339254477
3360.55,6.295152688253165,3377.6807696238734,12.395743660902854
3357.35,6.072153870874728,3374.501900724379,13.761635272638696
3354.2,5.791100249975228,3371.3662060432325,13.86088152168847
3350.8,6.34615507299706,3367.437748714263,17.4403894943237
3347.5,6.353614802034475,3363.7750442221413,15.821865544465473
3344.2,5.745478771676863,3360.3386616498815,16.277698827464857
3341.15,5.760802210218917,3357.251160478018,17.161211610867028
3337.6,6.467733679378615,3351.466330898038,16.167400895402796
3334.45,6.45204985786851,3347.9217451974496,17.24734981867713
3330.7,6.465291950097846,3343.2060452957207,18.86647940960318
3326.95,6.629082654644252,3339.0375788026695,18.244788490136187
3323.75,6.987771273333226,3335.4451912920426,18.047999820100156
3320.95,6.605221220248499,3333.3974574566264,18.079184654294192
3317.95,6.541165194769444,3330.7830981203565,18.289356363391484
3314.1,6.197622634187199,3326.7463876732086,18.332827127607572
3310.9,6.373464727413101,3323.8127701022995,18.48409762748707
3307.55,6.15992993808414,3319.92547326138,19.20080153404259
3304.45,6.0825462119948295,3316.2740784862895,19.83112416356681
3300.6,6.564658166432222,3312.439730951496,19.573912168239602
3297.05,6.159929938084141,3309.8461964443545,19.823028123366054
3292.95,5.799047108656824,3306.532895785035,20.226694199784454
3289.5,5.889330227310724,3301.970729776832,19.47508042875074
3285.65,6.619548402469128,3297.6315902863375,18.79726026579361
3282.25,6.671818185077951,3294.7254803933333,19.486574163667182
3278.8,6.9781614227606745,3290.607057153201,20.10458411982776
3275.4,6.588666505127534,3287.2503429656035,22.09748951972002
3272.15,6.474850130352541,3284.523747492777,22.332646795652035
3268.7,6.657801122703629,3280.3916368359287,22.738654775199745
3265.9,6.703494768049213,3277.976593274698,23.637753487600936
3262.2,6.653847323956745,3274.4059011710347,23.138350308042433
3259.0,6.821020142872595,3271.795827785262,23.383743204596804
3255.85,6.690724136719747,3268.202306358168,24.099150733230754
3252.0,7.011269124548145,3264.9432443192745,25.19508066226279
3248.75,7.025330110243557,3261.8709030412238,26.15022687549044
3245.35,6.737756928017858,3257.6705225103665,27.705963890219365
3242.65,7.371888281987545,3254.239053639282,28.176093840164366
3239.2,7.000751839323366,3251.5529457023413,27.103792850024462
3235.85,6.861601777090276,3247.4889268255765,27.483729113834265
3232.45,6.386457711851161,3243.606757363444,26.7824131346939
3228.6,6.047182902197649,3240.824681612799,27.308069948569106
3224.55,6.065215750924543,3236.5420721717123,28.56698968872462
3221.45,5.995392968113539,3233.972349643613,27.310646217076183
3218.35,6.2008063991709985,3230.140919208607,28.71273387068844
3215.2,6.469360986909555,3225.7509464086806,28.827756659305862
3211.75,6.077352262812794,3222.137568208177,29.89403888953224
3207.9,5.910739556541395,3219.1910528720427,30.742819747417272
3204.65,6.499190232960606,3214.458441532525,32.23998274781606
3201.1,6.536536987539632,3210.1592713770074,33.30885552600503
3198.55,6.723681635595347,3207.749528197409,32.87654226623771
3195.45,6.6370174024180475,3204.7717964130843,32.83961253627614
3192.15,6.968160672508545,3200.85221204856,33.072848362432495
3188.95,7.236421040382064,3197.152135287677,33.63553684013142
3185.55,7.7219782030527035,3195.2662633826544,33.69695556608911
3182.05,7.192649756961325,3191.688306331197,32.70153885310077
3179.15,7.7614092589046315,3187.643704234391,33.81481044601573
3175.5,8.475972231145988,3184.517996150392,34.87397438176214
3171.85,8.833399536329207,3180.849859492694,35.92394088639211
3168.15,8.845308003919962,3178.081185794967,35.47028118990482
3165.25,9.181646452513153,3176.234985404133,35.59018299280591
3161.55,9.517159018818258,3171.8784185026193,36.09391667290174
3158.0,9.738691147333808,3168.6363138912698,36.30588864760625
3154.8,9.327943305776977,3165.887929277838,36.15158893869411
3151.3,9.392606274702404,3162.876479776389,35.45023311626226
