,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2985.95,7.568321292036114,4943.6448189394605,21.94883148780919,1.225,0.4229020617662604
0.005,2974.9,52.90766024708059,4905.78995657684,182.5543011734441,1.225,0.8316649966583102
0.01,2985.9,8.33835745984814,4939.009369009973,26.71174908421666,1.125,0.3349320635285418
0.015,2984.775,7.3814997433813145,4932.4900214472445,21.946741626027674,1.175,0.38480764425479264
0.02,2982.45,9.012669145608594,4938.488218589072,23.49337861565762,1.15,0.36162028533978946
0.025,2984.75,11.185498854113956,4944.376656731753,25.568235907911486,1.3,0.5163977794943222
0.03,2981.825,7.850812468162538,4944.372047067179,23.880825211949148,1.15,0.36162028533978946
0.035,2984.75,6.800263946611906,4941.459856322799,25.264674490166065,1.175,0.38480764425479264
0.04,2982.4,13.835665543284897,4928.784123720644,101.77723438382054,1.2,0.4050957468334667
0.045,2984.55,10.509946448910878,4942.347054969453,24.559815632007897,1.275,0.5057363253408151
0.05,2984.1,9.494397808370454,4941.357094741716,20.035358900090763,1.075,0.2667467828369185
0.055,2982.75,9.958246164193104,4940.44694416993,24.481487382913926,1.2,0.4640954808922571
0.06,2983.9,8.923607411286605,4943.298505384059,22.34453326322744,1.175,0.44649633185388476
0.065,2984.175,8.353987225517079,4935.960899146879,23.013562291918984,1.15,0.36162028533978946
0.07,2983.65,8.138386408455508,4944.415347860132,19.059873650061093,1.2,0.46409548089225716
0.075,2984.825,10.038100494538869,4949.069221958921,23.46839308249706,1.275,0.5057363253408151
0.08,2979.95,39.22450176180111,4911.074808330486,174.9235567154591,1.3,0.563869415688347
0.085,2985.5,7.996794229484585,4936.9653590854605,63.96236946854008,1.05,0.22072142786315227
0.09,2981.95,10.357581145204087,4944.119426967197,20.897324304391148,1.15,0.36162028533978946
0.095,2985.325,8.096810071462297,4941.93121076658,21.056354696678234,1.3,0.5163977794943222
0.1,2985.875,8.27163054027873,4943.908821467645,23.72795815031508,1.25,0.4385290096535146
