,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2830.0,0.0,1809.493817182447,0.0,1.0,0.0
0.005,2831.25,4.068326689350555,1810.221640519859,4.917009587848675,1.0,0.0
0.01,2831.425,5.781879297004411,1810.9197371205344,7.132328504556479,1.0,0.0
0.015,2829.35,9.000142449015133,1807.6620232062796,12.029332936067325,1.0,0.0
0.02,2831.725,11.04533199928182,1809.736604097705,13.780075406305746,1.0,0.0
0.025,2836.5,14.593641045823999,1815.251899760208,18.32811069248985,1.0,0.0
0.03,2837.3,11.732488314559792,1816.1570767540984,14.813124279948886,1.0,0.0
0.035,2831.75,17.606452779795806,1809.8584346598304,20.647758838183222,1.0,0.0
0.04,2831.075,16.989268860379372,1809.3478258866876,19.478673511513804,1.0,0.0
0.045,2844.65,19.43239431253773,1826.0433799970501,24.263915764997368,1.0,0.0
0.05,2838.9,22.275432022631385,1820.069355476796,26.316493470894905,1.0,0.0
0.055,2840.25,22.23043651600903,1821.359461341369,26.225473012930053,1.0,0.0
0.06,2840.575,23.325882510031533,1823.9053656295696,29.930501764426463,1.0,0.0
0.065,2840.85,23.469074031530003,1822.9320058461824,28.392463900879278,1.0,0.0
0.07,2830.775,24.846696628190507,1812.039645791709,29.83097529232972,1.0,0.0
0.075,2846.375,32.11732298771857,1830.5482659511333,38.605288286499615,1.0,0.0
0.08,2852.325,33.854430077870695,1839.8899149618708,39.27527247944171,1.0,0.0
0.085,2838.8,33.2960304094293,1821.7197906875258,40.55749657980351,1.0,0.0
0.09,2830.8,27.512421437113332,1812.839131421028,34.4256421506919,1.0,0.0
0.095,2841.775,29.647058486856277,1827.0591043659617,35.003147069860056,1.0,0.0
0.1,2839.85,35.801840663180926,1826.0498576552186,44.541243814187155,1.0,0.0
