,count,count,size,size
,mean,std,mean,std
0.0,2908.0,0.0,1947.9806099186032,6.908108164795976e-13
0.005,2906.0,5.401804067113799,1944.3420354064706,6.818007159460369
0.01,2904.75,6.766243513357415,1943.7642151930856,8.092827115472957
0.015,2907.775,9.775656578381907,1947.8818449383496,11.841471653778441
0.02,2914.3,12.451341190245229,1955.7986100434384,14.214564431915242
0.025,2909.95,13.291504902158461,1950.9412682759564,15.330909280092671
0.03,2911.65,15.623043467246934,1954.1174912172276,18.79641438057174
0.035,2911.4,24.732206761266802,1952.991590868638,30.35493158755137
0.04,2917.325,19.393876247347666,1960.486725826225,23.36779066338829
0.045,2912.35,22.5599486269646,1957.2509596012856,27.744079597728614
0.05,2914.05,27.734963586206582,1958.4413565000555,35.31383196974379
0.055,2904.9,24.227342044972712,1946.3030115459628,30.218408161213134
0.06,2915.175,27.505605489305875,1958.4469902014484,33.45485088696787
0.065,2909.9,24.351907206939345,1953.0825525826974,29.38031012440992
0.07,2908.975,30.28961699057777,1951.9896589597247,38.0745991453245
0.075,2923.675,31.387885544814242,1971.7399437083573,38.912132938286916
0.08,2911.175,29.320411635267646,1955.9622293784178,37.225313328500455
0.085,2920.225,37.77360868146586,1965.2177314005007,48.48216313924957
0.09,2905.15,36.580469778705265,1946.4021284028422,43.90444073374133
0.095,2925.15,32.624161252603834,1972.5908306918889,41.71719770076775
0.1,2912.875,32.473411214367914,1954.1895892953034,41.010803964351865
