,count,count,size,size
,mean,std,mean,std
0.0,3491.0,0.0,3501.405177660181,1.3816216329591951e-12
0.005,3491.0,0.0,3501.4417358719243,0.32602874963221534
0.01,3491.0,0.0,3501.534181465241,0.5414170144633755
0.015,3491.0,0.0,3501.3695698236347,0.836292024616273
0.02,3491.0,0.0,3501.5295347249144,1.316412116514638
0.025,3491.0,0.0,3501.3774582647043,1.2890559912450337
0.03,3491.0,0.0,3501.530926453236,1.720851473822452
0.035,3491.0,0.0,3501.7023662121255,1.8180455826915067
0.04,3491.0,0.0,3502.0315874896246,2.566765987021751
0.045,3491.0,0.0,3501.556995689015,2.5200184836166364
0.05,3491.0,0.0,3502.4205621872197,2.4670788101748027
0.055,3491.0,0.0,3501.722242979152,2.449399860496161
0.06,3491.0,0.0,3501.5270672020574,3.9106707092265447
0.065,3491.0,0.0,3501.756507225393,3.655751064107555
0.07,3491.0,0.0,3501.477724923809,3.7516342476646787
0.075,3491.0,0.0,3501.6128355596775,4.255518045199946
0.08,3491.0,0.0,3501.3550669187475,4.311537777854444
0.085,3491.0,0.0,3502.7906823550134,3.9793402702035703
0.09,3491.0,0.0,3501.281024689665,5.571028668870788
0.095,3491.0,0.0,3503.0284793837855,5.283195272314818
0.1,3491.0,0.0,3500.658841449611,6.329634069716044
