,count,count,size,size
,mean,std,mean,std
0.0,3371.0,0.0,2628.5980130658313,2.3027027215986586e-12
0.005,3368.3,1.9897171555209452,2626.13235980717,2.090825170837864
0.01,3367.0,2.7456258919345764,2624.4126186059175,3.1196709910299827
0.015,3366.475,2.899933686244461,2624.1033717003456,3.149270950493512
0.02,3365.15,3.1909326664866007,2622.953820838785,3.5318352643332642
0.025,3365.075,4.6651325317145655,2622.0881026390225,5.339673824752247
0.03,3364.225,4.486375385828086,2621.9774030301082,4.979235093744073
0.035,3363.35,5.030929974692196,2621.2517394776573,5.907554890055025
0.04,3363.1,4.348887272949314,2621.4659236183406,5.399449300785845
0.045,3363.475,5.073750951510009,2620.8866909186627,6.144787340396673
0.05,3360.7,6.043432544761044,2618.1075942246284,6.817979897738632
0.055,3361.45,5.939653792897967,2618.7185461886647,6.855756533347142
0.06,3361.25,6.16337403434024,2618.589118111095,7.651444962817743
0.065,3360.475,5.724385534150344,2617.9699488661436,7.031525377964665
0.07,3359.325,6.141024302767374,2616.812696761267,7.754166846951311
0.075,3359.325,5.603970661904574,2618.345104729495,7.699813515102518
0.08,3359.1,5.153042417237235,2617.1621784060358,7.676714410959481
0.085,3357.65,6.18745629355193,2617.3082289527906,8.831186262178004
0.09,3357.525,7.815131608058947,2614.918664232062,8.542343108654286
0.095,3359.025,7.123408504216831,2618.4104504455736,9.867181070344456
0.1,3356.475,6.961386172013257,2615.0759575856578,9.0356387003692
