,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,3729.0875,8.950639212240224,3515.063363018459,15.278760532850503,1.0,0.0
0.005,3729.5375,13.276829392514944,3514.6838837772216,15.903297327896956,1.0,0.0
0.01,3726.475,12.359959131954673,3509.0528829335694,17.674370207863756,1.0,0.0
0.015,3722.95,11.360525448302926,3507.779286894425,18.908402357849344,1.0,0.0
0.02,3732.0625,10.845173509978459,3517.817740571314,15.40973008113952,1.0,0.0
0.025,3727.1375,12.385365381813562,3511.563988036697,16.745078906284064,1.0,0.0
0.03,3730.6125,11.233242505149041,3516.0755468712728,14.523076257427158,1.0,0.0
0.035,3724.2875,13.14118964875766,3507.1090781880716,18.612515400733884,1.0,0.0
0.04,3728.6125,10.697763665173081,3516.1824935633267,16.95262867872968,1.0,0.0
0.045,3726.2875,10.827249277774893,3510.6056095930203,16.28443497897693,1.0,0.0
0.05,3727.8375,13.440937991917234,3514.0683675167325,19.03911389242397,1.0,0.0
0.055,3725.2,11.078854888526415,3512.0021032396444,14.339285243023056,1.0,0.0
0.06,3727.95,11.49849488478316,3513.4900081118044,17.787523500596063,1.0,0.0
0.065,3728.9875,11.14156430346319,3514.415040401841,18.594231681103604,1.0,0.0
0.07,3731.25,10.88577052853862,3514.6659974187555,16.834842501371046,1.0,0.0
0.075,3727.1875,14.525701139351023,3511.406611714122,20.30086435246372,1.0,0.0
0.08,3728.3875,12.033866473735374,3512.5657889446784,18.985544361080574,1.0,0.0
0.085,3727.975,10.939782728822642,3515.883934616539,15.459563979542589,1.0,0.0
0.09,3730.3625,10.866313211964433,3515.4819785181753,14.20507446989094,1.0,0.0
0.095,3722.1,12.275783958463581,3504.9708605741953,16.876450773212973,1.0,0.0
0.1,3729.175,11.56561548463641,3515.1839758775627,15.604179690794327,1.0,0.0
