,count,count,size,size
,mean,std,mean,std
0.0,2990.0,0.0,2367.2481612184524,14.177210750961539
0.005,2990.0,0.0,2366.812179381304,13.375192784027632
0.01,2990.0,0.0,2368.5242856632094,16.13784758151769
0.015,2990.0,0.0,2364.10112204345,15.775433137774144
0.02,2990.0,0.0,2370.589052711963,11.08278679880211
0.025,2990.0,0.0,2370.4228864012994,15.405819722352145
0.03,2990.0,0.0,2366.720391772641,16.161316302449247
0.035,2990.0,0.0,2368.2941929085914,13.321594892934613
0.04,2990.0,0.0,2366.683518921292,15.157319703885383
0.045,2990.0,0.0,2367.1076880456485,13.565447039103946
0.05,2990.0,0.0,2367.104526705665,13.523298570414811
0.055,2990.0,0.0,2371.0859581366435,16.556843161888107
0.06,2990.0,0.0,2365.611794726524,16.064288589713875
0.065,2990.0,0.0,2367.0421451173506,14.163883316893386
0.07,2990.0,0.0,2364.343207909681,15.279413682535337
0.075,2990.0,0.0,2369.685248083902,12.566822809495086
0.08,2990.0,0.0,2368.235804821764,15.043873520339377
0.085,2990.0,0.0,2366.0767722980127,17.129553580188553
0.09,2990.0,0.0,2367.4707232919195,15.47143552651184
0.095,2990.0,0.0,2369.2640532791106,14.386741151629556
0.1,2990.0,0.0,2367.141218580125,13.752130538232427
