,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2987.3,8.677114018630142,5024.862745411594,21.066117818682162,1.225,0.4229020617662604
0.005,2987.25,5.664780983387053,5026.394878243805,24.870246626203755,1.1,0.30382181012510023
0.01,2985.2,8.528083320899553,5026.6521209649145,23.94584632579559,1.075,0.2667467828369186
0.015,2987.2,6.603029607687673,5025.649103814672,21.40804104199369,1.15,0.36162028533978946
0.02,2985.65,8.22924740304439,5020.860688254969,23.48080818592274,1.15,0.5334935656738377
0.025,2986.55,6.721378063829106,5030.382668788121,23.5810585733749,1.075,0.2667467828369185
0.03,2986.325,7.226686654338904,5024.430403193414,19.226907313500202,1.125,0.3349320635285418
0.035,2984.475,7.092746385008508,5028.8555889347435,19.57900974983239,1.15,0.4266746794119403
0.04,2985.75,7.7715787261943055,5025.195369821814,22.9124501992549,1.25,0.5430209893473685
0.045,2974.15,63.49138847321272,4985.303436081166,209.08658305346717,1.4,1.194002104537938
0.05,2964.475,139.0471212326128,4970.677811570143,353.24263945525786,2.275,6.316390968883639
0.055,2978.9,42.319177928131126,4989.385214985727,192.3998317163512,1.375,1.5962696899574718
0.06,2985.45,8.295658425824241,5026.749578474551,25.934319921665033,1.225,0.47971679679599
0.065,2985.6,8.622570263483963,5024.380179261852,21.940596148607383,1.125,0.3349320635285418
0.07,2986.9,8.356787506924977,5027.912738812997,21.40923572375564,1.1,0.3038218101251
0.075,2985.9,9.48899497528719,5021.640118051591,21.07900138939904,1.175,0.38480764425479264
0.08,2986.95,7.935476978215922,5013.503378794127,63.82023174678643,1.175,0.44649633185388454
0.085,2987.75,7.270417756839999,5019.468011621998,21.53866741068502,1.125,0.3349320635285418
0.09,2986.05,6.613699845096212,5019.555697549891,25.86180596422271,1.25,0.49354811679282456
0.095,2986.525,6.644787816642838,5021.16870224909,20.810180407548277,1.3,0.46409548089225705
0.1,2985.1,9.545572204847051,5024.748016324862,27.35113463424011,1.2,0.4050957468334667
