,count,count,size,size
,mean,std,mean,std
0.0,2989.0,0.0,2667.51810582328,21.15943308765578
0.005,2989.0,0.0,2669.9190653914557,22.03099193298793
0.01,2989.0,0.0,2667.584744135075,18.35560293397305
0.015,2989.0,0.0,2662.8963986697936,16.07006549797075
0.02,2989.0,0.0,2665.4684172668863,21.0835316102552
0.025,2989.0,0.0,2658.1274325282884,15.687232453067102
0.03,2989.0,0.0,2666.0779234732677,19.814879553363713
0.035,2989.0,0.0,2665.7473391107173,18.683303609076113
0.04,2989.0,0.0,2669.0395467427497,16.71991123401362
0.045,2989.0,0.0,2659.408110222899,17.39848219555388
0.05,2989.0,0.0,2666.1436589946397,19.3004672569964
0.055,2989.0,0.0,2663.3276172839933,17.162042252183213
0.06,2989.0,0.0,2664.5301870514595,18.217201130244646
0.065,2989.0,0.0,2671.7030122807687,19.17294047672356
0.07,2989.0,0.0,2662.5665586604846,20.553601727627164
0.075,2989.0,0.0,2664.058117578052,18.870096142715248
0.08,2989.0,0.0,2667.53397540354,15.100088635404099
0.085,2989.0,0.0,2667.195442135266,22.72452447043766
0.09,2989.0,0.0,2663.2584216004716,20.115077300826727
0.095,2989.0,0.0,2665.696765983208,14.847840055332682
0.1,2989.0,0.0,2665.316323449869,20.795092253052815
