,count,count,size,size
,mean,std,mean,std
0.0,2490.0,0.0,1239.4518595498291,6.908108164795976e-13
0.005,2490.0,0.0,1239.4576049846105,0.2628456855636846
0.01,2490.0,0.0,1239.4186801469007,0.4387639549033989
0.015,2490.0,0.0,1239.3676745034168,0.8066423965324246
0.02,2490.0,0.0,1239.5170883305277,1.0444431223209527
0.025,2490.0,0.0,1239.4840382879925,1.45557104026821
0.03,2490.0,0.0,1239.5794589269121,1.7058724947509063
0.035,2490.0,0.0,1239.9776116272974,1.4454979815611422
0.04,2490.0,0.0,1239.9284953588412,1.797221297596809
0.045,2490.0,0.0,1239.7207118396875,2.273446682339117
0.05,2490.0,0.0,1239.523942105721,2.509094333424386
0.055,2490.0,0.0,1239.3779252564188,2.606652847288895
0.06,2490.0,0.0,1239.6843864429145,3.241600323280278
0.065,2490.0,0.0,1239.355794261433,2.5784320374094873
0.07,2490.0,0.0,1238.704345031469,3.6098218241627866
0.075,2490.0,0.0,1239.5086341082392,3.9392994443302625
0.08,2490.0,0.0,1240.4390646129136,3.56781620769426
0.085,2490.0,0.0,1239.028374015612,4.06583198104643
0.09,2490.0,0.0,1239.761264884955,3.9359644101211426
0.095,2490.0,0.0,1238.194399364871,4.373687243336223
0.1,2490.0,0.0,1238.8329784414436,4.237698799444591
