,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2984.0,0.0,3667.6209847147984,0.0,8.0,0.0
0.005,2984.0,0.0,3813.2628292868226,62.82776405709845,30.05,8.230493645038894
0.01,2984.0,0.0,3803.9946136703134,87.75714031550804,29.15,8.468796421010062
0.015,2970.675,84.2746996434873,3771.272561594982,272.75327865825517,29.575,8.601989930779434
0.02,2984.0,0.0,3807.225183631628,93.15215845542421,30.225,8.036734570962423
0.025,2984.0,0.0,3820.9972156358444,76.44368802358771,32.1,5.956250756719622
0.03,2984.0,0.0,3826.2319058140156,38.80007933107504,32.125,5.87121400105241
0.035,2984.0,0.0,3827.1589076186456,26.55437698495462,31.85,5.604714133015217
0.04,2984.0,0.0,3823.9363912350445,32.41449377990085,31.0,5.463163355250678
0.045,2984.0,0.0,3824.3650421774787,32.32778643053006,32.125,6.385831672839972
0.05,2962.225,137.71719210033294,3768.341507615792,343.8652261608767,32.025,5.885608262141187
0.055,2984.0,0.0,3804.7783695760118,86.10835237158695,30.675,7.962693462609696
0.06,2984.0,0.0,3792.817250242885,96.04651702779826,29.525,10.030690085420025
0.065,2984.0,0.0,3813.6328901780203,79.39346016701799,31.175,6.702037577655596
0.07,2984.0,0.0,3788.3471242079368,105.664995074753,28.725,9.128674181264895
0.075,2984.0,0.0,3807.0137151849094,76.43983686580988,30.875,7.773022050327131
0.08,2984.0,0.0,3781.8223733355867,134.60053400967124,28.4,9.23704914586238
0.085,2984.0,0.0,3795.8063573738373,95.99695645659126,28.8,9.047453246986704
0.09,2984.0,0.0,3811.862684158242,76.08688523113277,30.675,6.31801453720294
0.095,2984.0,0.0,3816.0881713971676,33.79149354381729,30.25,6.104853050584491
0.1,2984.0,0.0,3810.942007438402,46.10609235519589,29.925,6.599873736165968
