,count,count,size,size
,mean,std,mean,std
0.0,2990.0,0.0,2171.679221823405,21.064789432964456
0.005,2990.0,0.0,2166.6607560930825,22.85775816690373
0.01,2990.0,0.0,2169.883280515945,24.251056803835976
0.015,2990.0,0.0,2168.042162408788,19.305540540110236
0.02,2990.0,0.0,2171.1300616595054,23.607542272058446
0.025,2990.0,0.0,2172.240830568199,22.330728898839972
0.03,2990.0,0.0,2167.6498840819695,22.153615814306786
0.035,2990.0,0.0,2168.631399766031,19.75969327855589
0.04,2990.0,0.0,2171.3818924067696,15.263786157234874
0.045,2990.0,0.0,2162.489893381233,24.29430711897293
0.05,2990.0,0.0,2163.2578508721717,20.601146803512606
0.055,2990.0,0.0,2168.1223269352936,18.815361183062212
0.06,2990.0,0.0,2163.493659254281,21.792088475298275
0.065,2990.0,0.0,2167.315589906381,21.724166429106713
0.07,2990.0,0.0,2161.9285195058974,22.785355933042975
0.075,2990.0,0.0,2160.547406578668,18.4382997312301
0.08,2990.0,0.0,2164.8088234869238,21.944831872562915
0.085,2990.0,0.0,2158.5423403398445,24.581396848652666
0.09,2990.0,0.0,2158.318498034428,23.868155847988383
0.095,2990.0,0.0,2160.0955006494455,21.07884599810968
0.1,2990.0,0.0,2152.525179233361,21.983679195719965
