,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2989.0,0.0,2543.862866606179,12.432420024282791,4.28125,1.0318447197330738
0.005,2989.0,0.0,2546.499573063483,14.626286930211982,4.325,0.9044051735526053
0.01,2989.0,0.0,2546.757917465123,9.990761859097718,4.4625,0.9976735759267978
0.015,2989.0,0.0,2545.082358497276,12.414096521436498,4.2625,0.9656769911735763
0.02,2989.0,0.0,2546.1335997593656,12.05519144587643,4.4375,0.7981348449787359
0.025,2989.0,0.0,2545.8940991521777,14.676194315649555,4.15,0.82197385946332
0.03,2989.0,0.0,2543.804402657355,12.96401121867792,4.18125,0.977286110115989
0.035,2989.0,0.0,2549.516005781563,17.604179638965597,4.3875,0.8065238801367068
0.04,2989.0,0.0,2542.2044362450215,15.600322577771005,4.4625,0.8350303234168452
0.045,2989.0,0.0,2541.2161033749553,13.795167466562306,4.28125,0.9096834825704699
0.05,2989.0,0.0,2542.537440756274,14.68320455779706,4.60625,1.0014212656430117
0.055,2989.0,0.0,2541.8109341469603,12.700830646635595,4.15,0.6812507351207514
0.06,2989.0,0.0,2544.463869909524,13.693040258518838,4.24375,0.8252573413712717
0.065,2989.0,0.0,2546.0384768131526,13.595593206821214,4.20625,0.8949421625775457
0.07,2989.0,0.0,2544.9693887921762,11.648366336472707,4.36875,0.9756449214855336
0.075,2989.0,0.0,2538.60674762508,12.134323759462449,4.4625,1.0120270341985524
0.08,2989.0,0.0,2538.9898596392845,13.624056192856624,4.19375,0.9362491655537001
0.085,2989.0,0.0,2538.6776142277417,12.89404986419269,4.31875,0.709341288874801
0.09,2989.0,0.0,2534.367882077735,16.59069375214131,4.34375,0.8635932313483989
0.095,2989.0,0.0,2537.6624228910828,14.006557915315177,4.30625,1.061396485767689
0.1,2989.0,0.0,2534.179157932697,13.70705502697913,4.35,0.9367839145523917
