,count,count,size,size
,mean,std,mean,std
0.0,4983.0,0.0,4973.527014829979,2.7632432659183902e-12
0.005,4983.0,0.0,4973.567534277024,0.32888754572189527
0.01,4983.0,0.0,4973.579637438098,0.7191092804535861
0.015,4983.0,0.0,4973.716674242909,0.9791095489060619
0.02,4983.0,0.0,4973.38103562646,1.3972822489967027
0.025,4983.0,0.0,4973.653657718662,1.5805993478041143
0.03,4983.0,0.0,4973.244388965103,2.112232128279439
0.035,4983.0,0.0,4973.583064709632,2.7199529478694613
0.04,4983.0,0.0,4973.449586455933,3.1442231324885968
0.045,4983.0,0.0,4973.230784011699,2.8066911772208774
0.05,4983.0,0.0,4974.0367186244985,3.0988071424042443
0.055,4983.0,0.0,4973.346131858057,4.011947680701285
0.06,4983.0,0.0,4973.153647026542,3.7507291547740493
0.065,4983.0,0.0,4974.714061719069,4.271523878387397
0.07,4983.0,0.0,4974.6879746133445,4.991593085742292
0.075,4983.0,0.0,4974.054787076106,5.933220231062528
0.08,4983.0,0.0,4972.1067031857765,4.681970354180581
0.085,4983.0,0.0,4974.764350398278,5.0117109318507955
0.09,4983.0,0.0,4973.917446456205,6.396162619912959
0.095,4983.0,0.0,4974.757276956248,7.11399971596244
0.1,4983.0,0.0,4973.247512128468,6.888905741429526
