,count,count,size,size
,mean,std,mean,std
0.0,2985.0,0.0,1819.6688977156239,20.0035771522983
0.005,2985.0,0.0,1817.4057128364504,25.320493867849983
0.01,2985.0,0.0,1812.1068075100611,17.385656130309215
0.015,2985.0,0.0,1808.7910386301476,19.466505834417923
0.02,2985.0,0.0,1813.0821298825388,27.28888024869187
0.025,2985.0,0.0,1814.2042862123665,25.479209367103003
0.03,2985.0,0.0,1820.0319181926086,30.910852139228812
0.035,2985.0,0.0,1818.1708296157763,26.905718957782987
0.04,2985.0,0.0,1818.611833295455,21.82943291238609
0.045,2985.0,0.0,1813.7557461407341,24.153610404667837
0.05,2985.0,0.0,1815.8226885882257,21.85930757376894
0.055,2985.0,0.0,1813.118434824922,25.22511735636484
0.06,2985.0,0.0,1824.3551297545157,26.004922268147244
0.065,2985.0,0.0,1819.2110666446904,27.08237398013317
0.07,2985.0,0.0,1820.5885809411855,21.976842635313687
0.075,2985.0,0.0,1822.2161386196908,21.561824578837566
0.08,2985.0,0.0,1822.5845873884325,24.657331020479447
0.085,2985.0,0.0,1825.4244665032425,27.70656558578351
0.09,2985.0,0.0,1824.6045713080107,19.833652990453807
0.095,2985.0,0.0,1830.8087038303336,23.093575917758464
0.1,2985.0,0.0,1827.480231348332,21.477122674853394
