,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,4975.0,0.0,4947.005981049433,1.842162177278927e-12,1.0,0.0
0.005,4975.0,0.0,4947.09279628281,0.2972863306523039,1.0,0.0
0.01,4975.0,0.0,4947.067539226084,0.5696065016608942,1.0,0.0
0.015,4975.0,0.0,4947.791410180078,0.8676824345364742,1.0,0.0
0.02,4975.0,0.0,4948.156433264749,1.378473023737617,1.0,0.0
0.025,4975.0,0.0,4948.51576902934,2.043129539960108,1.0,0.0
0.03,4975.0,0.0,4949.662397752135,2.267153953262528,1.0,0.0
0.035,4975.0,0.0,4949.174910668081,2.2995566858361527,1.0,0.0
0.04,4975.0,0.0,4950.496964554854,2.49183537477046,1.0,0.0
0.045,4975.0,0.0,4951.023878463935,2.9303181675642485,1.0,0.0
0.05,4975.0,0.0,4953.722393297062,3.2198995296895743,1.0,0.0
0.055,4975.0,0.0,4953.909513204992,4.4876496338432705,1.0,0.0
0.06,4975.0,0.0,4955.810391002097,3.941592153540512,1.0,0.0
0.065,4975.0,0.0,4956.9458686848175,4.348871112857764,1.0,0.0
0.07,4975.0,0.0,4958.394567684957,5.088124594231141,1.0,0.0
0.075,4975.0,0.0,4959.165907602985,4.466381351909364,1.0,0.0
0.08,4975.0,0.0,4961.941437993458,5.47537626637033,1.0,0.0
0.085,4975.0,0.0,4964.67168926208,5.107009076782332,1.0,0.0
0.09,4975.0,0.0,4965.793413046861,6.220283401661048,1.0,0.0
0.095,4975.0,0.0,4967.794451759376,6.506970501874092,1.0,0.0
0.1,4975.0,0.0,4971.847044656124,6.716316600585478,1.0,0.0
