,count,count,size,size
,mean,std,mean,std
0.0,3426.0,0.0,3384.6838157461557,2.3027027215986586e-12
0.005,3426.0,0.0,3384.626771493879,0.3088915290297391
0.01,3426.0,0.0,3384.856922990128,0.651352775143011
0.015,3426.0,0.0,3384.9687060115043,0.674496343874538
0.02,3426.0,0.0,3385.193056527182,1.3444319821615767
0.025,3426.0,0.0,3386.6130331226063,1.2464431495807624
0.03,3426.0,0.0,3385.7033119074904,1.3893521650368685
0.035,3426.0,0.0,3386.431446876262,2.4377380965224824
0.04,3426.0,0.0,3387.6375468347687,2.393796176525678
0.045,3426.0,0.0,3387.9358653485515,3.071166395371246
0.05,3426.0,0.0,3388.6501154270313,3.005893985187065
0.055,3426.0,0.0,3388.95980704057,3.1922898257847927
0.06,3426.0,0.0,3391.522662531052,3.626543070218425
0.065,3426.0,0.0,3392.0454476654622,3.8430313579793016
0.07,3426.0,0.0,3392.490432095647,4.165399395578439
0.075,3426.0,0.0,3393.1167743350975,3.8526238831258115
0.08,3426.0,0.0,3393.976507871236,4.733026601110264
0.085,3426.0,0.0,3396.4680842893613,4.789590690754844
0.09,3426.0,0.0,3396.3794314308157,5.4188624414667315
0.095,3426.0,0.0,3398.641002997533,4.820102230519956
0.1,3426.0,0.0,3400.436801896883,5.549849658763853
