,count,count,size,size
,mean,std,mean,std
0.0,3514.0,0.0,2526.935411677642,9.210810886394635e-13
0.005,3514.6,1.822930860750599,2526.044799569836,1.7583414410096558
0.01,3515.2,2.8929622827183152,2526.5920992808296,1.7863593953747694
0.015,3515.875,3.3755341457657884,2526.9587572812793,2.3204998804796118
0.02,3516.325,2.955980465568152,2526.879629730066,2.4470025792915004
0.025,3515.725,3.637324319486538,2527.7529938669804,3.2543523222130264
0.03,3517.275,4.1755546230718155,2527.4417406740235,3.4108624705679627
0.035,3517.125,4.386386282053214,2527.741012797011,3.6698703584094625
0.04,3518.55,4.075882789386922,2530.2286782765436,3.7940417720269948
0.045,3517.825,4.2600559765191965,2529.7292573349223,4.343929205824586
0.05,3516.275,4.898914060723966,2529.7376850222986,4.670973522504577
0.055,3515.7,5.277917227127598,2530.3298447414722,4.85403073788164
0.06,3516.85,6.534131296115177,2531.067271672599,4.7337957002389865
0.065,3517.925,5.225124216410848,2533.5304241720687,4.79609019588577
0.07,3519.075,4.984012902810809,2534.460337572772,5.272885646160012
0.075,3519.225,6.249051210035089,2534.6091079437015,6.338152844952775
0.08,3518.7,4.988191183390158,2537.138798023473,6.112368896230303
0.085,3516.1,5.674052501948832,2536.7168741593723,6.924212150759871
0.09,3516.025,7.515752687624737,2537.6844829522743,8.260479438838765
0.095,3519.3,7.352655198058622,2541.11719981631,8.083339798939733
0.1,3516.475,6.34070084292637,2541.46743305087,8.821406235625895
