,count,count,size,size
,mean,std,mean,std
0.0,4975.0,0.0,4949.173932828649,0.0
0.005,4975.0,0.0,4949.086753301606,0.3279937930647539
0.01,4975.0,0.0,4949.4722165275325,0.7674705821908893
0.015,4975.0,0.0,4949.753431923336,0.8341486309268472
0.02,4975.0,0.0,4950.279254289432,1.3032929725933875
0.025,4975.0,0.0,4951.785087356565,1.4909963184428023
0.03,4975.0,0.0,4950.616719447865,1.7574199342399501
0.035,4975.0,0.0,4951.663957577502,2.205851391874299
0.04,4975.0,0.0,4953.192742703932,2.8631515814852087
0.045,4975.0,0.0,4953.696175066316,3.2001286194526615
0.05,4975.0,0.0,4954.344147315414,3.883513575847873
0.055,4975.0,0.0,4955.796570772369,3.366214412459757
0.06,4975.0,0.0,4957.972124947773,4.084942243905422
0.065,4975.0,0.0,4959.141241574715,5.099364057726204
0.07,4975.0,0.0,4960.158057678785,5.498414969601252
0.075,4975.0,0.0,4961.163973277988,4.902267485446274
0.08,4975.0,0.0,4962.2653910424715,5.540135792250613
0.085,4975.0,0.0,4965.697512885307,5.92576136850758
0.09,4975.0,0.0,4965.8957822250795,6.958467151061211
0.095,4975.0,0.0,4968.935851557568,4.833102102421303
0.1,4975.0,0.0,4971.150410999561,6.590541329338365
