,count,count,size,size
,mean,std,mean,std
0.0,3717.0,0.0,2935.7256397836254,2.3027027215986586e-12
0.005,3715.875,4.889483743919319,2934.098239684441,7.214254187722694
0.01,3713.325,7.852445315689718,2930.102403687836,11.70025203206641
0.015,3714.675,7.97234804391613,2932.274505695312,11.774064621745334
0.02,3713.65,12.487018900668042,2930.288462704674,18.424272640839003
0.025,3721.9,17.908313497024007,2941.995050595834,27.048258787671344
0.03,3716.9,14.03804354839615,2935.817955927686,20.012245548124813
0.035,3715.25,17.128099569765318,2933.0077413392983,24.89124516055576
0.04,3713.75,21.07587027129147,2930.5744297081055,32.078771765684436
0.045,3721.45,22.3881264318434,2940.878200544112,34.41514416509022
0.05,3714.975,27.563900118517154,2931.4633381360627,41.487603775894364
0.055,3715.825,34.05341769059687,2933.0331325035304,50.18897031462565
0.06,3721.5,30.92754145600359,2940.4517871186404,46.32924247859668
0.065,3715.15,26.49097572517469,2933.7883606480764,39.943315763616994
0.07,3712.45,37.134509487426854,2927.98533731487,54.425965592617615
0.075,3720.5,36.99410902514213,2942.1918510194178,54.714093542863836
0.08,3712.275,42.830008351442274,2928.974821589276,62.4805750705027
0.085,3709.275,44.773496911018974,2925.2071404834596,67.06727601890687
0.09,3716.975,47.66468751494586,2937.425811331484,72.1189494887229
0.095,3704.25,36.51536381951842,2918.972426507764,55.05133099511946
0.1,3711.075,45.62971788041379,2930.135315546803,69.48788125390249
