,count,count,size,size
,mean,std,mean,std
0.0,1691.0,0.0,736.0161642627793,1.1513513607993293e-13
0.005,1690.15,2.2135943621178664,735.9889852309759,1.2139055367460276
0.01,1690.05,2.5814923133921135,735.9555960702771,1.2469367502735402
0.015,1689.2,2.988868236194653,735.5868596303375,1.6531945500626408
0.02,1688.125,3.9819303397685437,735.5520848192702,1.90422697450146
0.025,1688.05,3.734454959716858,735.389807625136,1.8581466221090843
0.03,1687.175,4.284064090114097,734.8512325010339,2.5530079250617024
0.035,1688.3,4.836824556966251,735.6330671992943,2.9591772333709043
0.04,1689.15,4.896623640522424,735.181217011023,3.129097337655704
0.045,1687.025,4.604833024061479,734.8305111785984,3.1099463853160945
0.05,1688.725,4.540346197124576,735.3699814370541,2.9940784222270436
0.055,1688.225,5.035705842613659,735.1466703437991,4.237080494890856
0.06,1687.05,6.042371753728531,734.3994295950577,4.079497022154238
0.065,1688.15,6.45517085515409,735.8600272942672,4.1110281438535585
0.07,1689.575,5.9695273188298925,735.3848851745341,3.7889395249992677
0.075,1688.05,6.679282934029711,735.8502214211993,4.712077876184433
0.08,1689.45,7.351783317584786,735.9196176313649,3.901596988309832
0.085,1689.75,6.804033494543645,735.5744484926257,5.064633009579806
0.09,1690.0,7.1144490029365315,736.433379771192,5.078823229621509
0.095,1687.65,6.814577135704133,734.9330113149521,5.71266204290345
0.1,1688.675,8.25052445885435,735.4219809907281,5.293889290606643
