,lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
,mean,std,mean,std,mean,std,mean,std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,1.406747435910888,0.3521396781960884,0.0661304835623848,0.02709648369175157,0.002062839084575825,0.0017410894733176576,0.03991085781469514,0.0011630225851510057
0.01,2.2935384105310357,0.4746273656436672,0.09900504371289784,0.037681842849218036,0.003274421555128712,0.003056985265438407,0.04151054160541728,0.0011935090149699774
0.015,2.7909370989094944,0.9484232215882958,0.10091603706013996,0.03993902683635037,0.0032564580533747554,0.0024082979562130135,0.0421826116995816,0.0012231061455688294
0.02,3.2623279021052722,0.728605958576424,0.11409158784242353,0.04572282721700057,0.004184172664334471,0.0026520399543369572,0.042539493102824996,0.0007595524877488769
0.025,3.981537378371654,1.2900453641587615,0.13073082639382191,0.05887061179397715,0.004652336728974674,0.0038675185450690415,0.04340022005912494,0.001382621142360722
0.03,4.1638384391603465,1.51094518763516,0.15410274262902188,0.06117945568389132,0.005778377487676017,0.004452236617611402,0.044190439219744894,0.0011900845025757546
0.035,4.891647793975355,1.9606709855760711,0.1470824033489946,0.059960139110327694,0.0066081887890762055,0.00445529900933004,0.04507884528026597,0.0020142101265062154
0.04,5.236354943563657,2.1113761527567387,0.16027380023972645,0.04762010478113167,0.007070473396871664,0.0032072898725328453,0.04520361313233299,0.0018692236645631872
0.045,5.206932565179192,2.159598644925984,0.15430271037162605,0.07013790950978098,0.006767327970170214,0.006200458935989245,0.04560798334214589,0.0023612065514407167
0.05,5.731449646798811,1.649620516150215,0.16493913606791388,0.05354103895246928,0.008135147666652971,0.004634144547948093,0.045580782756179106,0.0019452546754981047
0.055,5.533830873916814,1.9487187654244376,0.1748040153591797,0.06433340287117932,0.006996372762212546,0.005625789342048625,0.04592244298511626,0.002431043790934413
0.06,6.011113492517299,1.8985449249288635,0.19024763834029423,0.06305975829358558,0.00787354745730666,0.004775856888386415,0.04644565439462219,0.0033518024214350107
0.065,5.92828237287494,2.194786532003066,0.1985348011295464,0.08611202572290254,0.008768934244708978,0.006430010981310015,0.04679457380553696,0.002860404679169005
0.07,5.737412303193476,2.2261548138614824,0.16661458902042686,0.05747565091663204,0.00706361791213078,0.004939065657941976,0.04600903939435495,0.00268967744517123
0.075,6.659364387627763,2.5927542201361695,0.17728473414515286,0.07136799071425574,0.006871559770258775,0.006424137522782561,0.046745264402486,0.0032153265724718058
0.08,7.840647476951766,2.790666945243824,0.22279765829929268,0.08775781214658654,0.011728661527122305,0.00698374471892961,0.04740510183555831,0.0035225231412530137
0.085,7.727560809715049,3.373232438384988,0.2872105786051626,0.12834109931288137,0.014874379642249847,0.010529042047310545,0.04799455933402321,0.0035149524674016478
0.09,7.852556446282695,3.545191715376325,0.22855952470778623,0.134340222211562,0.011662656814476483,0.009868697639014993,0.04838859506091446,0.0038725410015858983
0.095,8.031815115388953,4.822111025658655,0.2481277686618289,0.11960896038877909,0.012341330209406498,0.010079731862800602,0.04991461018028059,0.00645031985771008
0.1,7.355352206535646,2.4217035821124075,0.20889488958782235,0.0855455744593839,0.010309234289134515,0.00757942356765211,0.047689162636241254,0.0024959625920553596
