,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2979.35,5.223467754721511,4913.15481761212,11.269385660147828,1.075,0.21333733970597016
0.005,2979.9125,5.299839741166828,4908.228261783407,24.214888341688,1.15,0.2819347078441735
0.01,2964.275,99.9078389419533,4855.951194952233,305.0099264449365,1.375,1.5841765635860747
0.015,2973.15,39.756824926107065,4882.589491883052,164.26534970289057,1.1,0.3434366287231428
0.02,2973.6375,22.579201769861182,4887.384452529261,138.49640316094198,1.075,0.21333733970597016
0.025,2911.675,266.75306813413476,4739.939732920995,633.6252750619143,3.95,13.190322793040941
0.03,2976.2875,21.664660903214752,4893.498156695716,132.15336484579566,1.0875,0.19240382212739632
0.035,2963.6,102.52624429496464,4864.520640034249,306.2791583364501,1.4375,1.6648226978824547
0.04,2978.7375,6.719649239166868,4909.602197539641,22.600738770000696,1.075,0.18081014266989473
0.045,2979.3375,5.966130365526849,4906.381849316526,47.277673174317925,1.0625,0.20215188501565998
0.05,2939.0875,211.90197562939576,4811.026387856813,497.41360265707254,2.75,10.019212313581113
0.055,2961.775,109.31147862404184,4857.5756500931275,321.1006223748139,1.3875,1.8929271187563141
0.06,2979.1875,4.877588070410967,4892.597074601771,62.98052245915226,1.0625,0.20215188501565998
0.065,2965.825,52.464707307108014,4838.533346920191,251.86141339660793,1.0875,0.27473763708449056
0.07,2981.0,5.948496901286525,4910.716076595387,19.221421673746768,1.0625,0.1674660317642709
0.075,2950.275,129.7171948549059,4802.748749706192,382.60868841789244,1.5625,2.5297904544822964
0.08,2902.5,295.1413394568952,4714.022062709917,685.4258760515231,4.6625,15.56763057741517
0.085,2979.2875,7.78631895188688,4907.352737745399,44.24692243863438,1.075,0.18081014266989473
0.09,2971.0875,56.867917986803825,4874.859739286573,202.4483042827794,1.175,0.5256253906367648
0.095,2934.1875,198.278704634508,4795.522904234641,509.65594834927094,2.575,8.02603935277592
0.1,2980.925,5.771892548353929,4897.831617287028,48.1883451732277,1.025,0.11036071393157611
