,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2984.0,0.0,2658.573326208352,0.0,35.0,0.0
0.005,2984.0,0.0,2691.2644276952583,65.69900340929185,31.025,9.670169568688003
0.01,2984.0,0.0,2683.416502837152,50.055475453535685,32.275,8.136613987371353
0.015,2984.0,0.0,2677.333731158843,40.17935206525556,32.1,7.256473679164712
0.02,2984.0,0.0,2676.1412814065247,43.2641487336985,32.75,5.956035508151288
0.025,2984.0,0.0,2686.957263303564,65.11548410014011,31.675,7.806596487455255
0.03,2984.0,0.0,2673.178424914311,32.240057839795156,33.575,6.242482658653508
0.035,2984.0,0.0,2689.219587722743,71.40270014675097,31.925,9.579324691149242
0.04,2984.0,0.0,2678.4189325010157,36.480026217756425,32.05,7.6592494778602545
0.045,2984.0,0.0,2698.1326741401317,82.71275506880711,30.425,9.320194506609056
0.05,2984.0,0.0,2687.6125330659247,64.15698539712395,30.875,9.674676168966018
0.055,2984.0,0.0,2672.048048355814,44.79895052380841,33.675,6.018720794321664
0.06,2984.0,0.0,2669.8310701962228,20.06437360663872,33.925,5.2398253053674635
0.065,2984.0,0.0,2679.3804562343967,51.35938423564627,33.5,5.900890849737251
0.07,2984.0,0.0,2673.5021776583353,45.705834333327644,33.25,5.8911058558752964
0.075,2984.0,0.0,2671.5804375382336,29.450614774971662,33.225,6.561298730102221
0.08,2984.0,0.0,2697.418907889204,82.2040962849528,30.675,9.688448051211587
0.085,2984.0,0.0,2689.7428369542795,65.69871457380421,30.45,9.535224843731415
0.09,2984.0,0.0,2671.7472712290883,42.160756509013986,34.075,5.7037437098534065
0.095,2984.0,0.0,2689.61200891936,71.6824091812941,32.5,7.722760234593952
0.1,2984.0,0.0,2689.251075145856,63.669516962511835,31.425,9.54849296741208
