,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,4974.0,0.0,4948.60683719753,1.866243750710335e-12,1.0,0.0
0.005,4974.0,0.0,4948.585953656069,0.3958668093568699,1.0,0.0
0.01,4974.0,0.0,4948.91010182706,0.6541343488781974,1.0,0.0
0.015,4974.0,0.0,4948.933802504988,1.040156240027717,1.0,0.0
0.02,4974.0,0.0,4948.2087499567215,1.2957044555591648,1.0,0.0
0.025,4974.0,0.0,4948.838187542636,1.473381564215877,1.0,0.0
0.03,4974.0,0.0,4948.83639715619,1.7265495260962496,1.0,0.0
0.035,4974.0,0.0,4948.585617068202,2.6950298939091155,1.0,0.0
0.04,4974.0,0.0,4947.838219992478,2.546085593983717,1.0,0.0
0.045,4974.0,0.0,4949.606810495039,3.339299750889104,1.0,0.0
0.05,4974.0,0.0,4948.578008220701,2.9642303756127193,1.0,0.0
0.055,4974.0,0.0,4949.3813147408,4.164800291298579,1.0,0.0
0.06,4974.0,0.0,4949.817071088628,3.8824443903012162,1.0,0.0
0.065,4974.0,0.0,4950.5744304723385,5.179261918316065,1.0,0.0
0.07,4974.0,0.0,4947.77634853188,5.52309242180534,1.0,0.0
0.075,4974.0,0.0,4948.768988506128,5.498468804536464,1.0,0.0
0.08,4974.0,0.0,4948.795891513238,4.157223194645953,1.0,0.0
0.085,4974.0,0.0,4947.790201888711,5.6582322393121744,1.0,0.0
0.09,4974.0,0.0,4948.382566561643,6.725522505995977,1.0,0.0
0.095,4974.0,0.0,4950.5808712577955,7.143053589526348,1.0,0.0
0.1,4974.0,0.0,4947.951142052931,8.269105304560059,1.0,0.0
