,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,1473.0,0.0,588.5362947911922,3.454054082397988e-13,2.0,0.0
0.005,1471.5,1.3587324409735149,587.7633031260284,0.656626054154508,2.3,0.4640954808922571
0.01,1471.9,2.3402826916684827,588.126593776227,1.1019551720227254,2.3,0.4640954808922571
0.015,1471.75,2.771188766484012,587.9705979770847,1.5646228682080774,2.575,0.594310632754562
0.02,1470.25,3.5644253681523765,587.3318330433578,1.6380806127412886,2.625,0.627877989127481
0.025,1471.025,4.417259273257513,588.1163398573876,2.314570328093309,2.75,0.7762500258061847
0.03,1472.925,3.89205304731024,588.7603258730921,2.2522832787048825,2.8,0.723240570679579
0.035,1472.15,4.515216438575176,588.3729234066566,3.1324582616889383,2.55,0.7143223433831609
0.04,1471.925,5.26423588825382,588.9969390912383,3.0389907571436936,2.9,0.9001424388708771
0.045,1474.3,5.224204024758955,589.5625563459729,3.7058475691281845,2.6,0.777899868317385
0.05,1474.2,5.1500560116446215,589.7470184680651,2.6304603779296203,2.7,0.7578647467450736
0.055,1477.1,5.391351098441528,592.0837494957829,3.357306374897288,2.825,0.8439072740411041
0.06,1474.625,5.678061695278118,590.0226376020164,3.5710210412027,2.725,0.7840558588159326
0.065,1474.45,4.272452007202202,590.2637354691052,3.382658624376695,2.725,0.678894274462111
0.07,1477.425,5.9695273188298925,592.0837617710594,3.391472282764565,2.875,0.8825226081218281
0.075,1477.475,5.017852743340139,592.2073292934228,3.419584941072347,2.75,0.7071067811865476
0.08,1478.9,7.09929573971954,592.343729330391,4.701723021702342,2.775,0.9195177108206347
0.085,1478.525,5.822095402155041,591.4017638992298,4.677641629636437,2.5,0.7510676161988108
0.09,1477.55,6.046613801255912,591.0690415530006,4.304248950770369,2.725,0.7506407519323332
0.095,1479.925,7.032479593341828,593.7314558763743,5.253746648188251,2.575,0.7120753345337008
0.1,1481.025,6.228501486652365,594.5417031091642,4.71848650167067,2.475,0.5986094998689324
