,count,count,size,size
,mean,std,mean,std
0.0,4974.0,0.0,5104.185412982735,3.684324354557854e-12
0.005,4974.0,0.0,5104.257008697209,0.31721510053401797
0.01,4974.0,0.0,5104.344695866921,0.7269309487847826
0.015,4974.0,0.0,5105.0810779560215,0.9851469137638663
0.02,4974.0,0.0,5104.71475009952,1.5561666106046286
0.025,4974.0,0.0,5106.164344528955,1.7056981226708816
0.03,4974.0,0.0,5106.22755370737,2.213243162003062
0.035,4974.0,0.0,5107.590856590202,2.6785209628234212
0.04,4974.0,0.0,5107.874260057139,2.823917686926253
0.045,4974.0,0.0,5108.91095469091,2.9632592733020244
0.05,4974.0,0.0,5110.486654856347,3.436112888814718
0.055,4974.0,0.0,5111.834579685912,3.967753921358545
0.06,4974.0,0.0,5113.177873352564,3.8529924158319777
0.065,4974.0,0.0,5113.586736122681,5.336336589601442
0.07,4974.0,0.0,5116.277409521324,4.865102911279902
0.075,4974.0,0.0,5117.813722881603,5.494373644793331
0.08,4974.0,0.0,5118.529768998604,4.981249317717511
0.085,4974.0,0.0,5123.752703120004,5.263077625448155
0.09,4974.0,0.0,5125.427742558287,6.3143454568656185
0.095,4974.0,0.0,5126.301809272025,7.2963000763345285
0.1,4974.0,0.0,5128.8421250761485,6.2914613845706695
