,count,count,size,size
,mean,std,mean,std
0.0,3423.0,0.0,3360.76771930413,0.0
0.005,3423.05,0.22072142786315216,3361.315255920245,0.6199699379805802
0.01,3423.05,0.7143223433831611,3360.679614171696,1.2311328909701449
0.015,3423.0,0.7510676161988108,3360.4286877683685,1.7948129844287968
0.02,3422.375,1.0047961905856255,3360.416228359181,1.7652734146154339
0.025,3422.625,1.2947131154360225,3360.157231197102,2.393732915098044
0.03,3422.575,1.2986679566149548,3359.821464727372,2.8496274103578445
0.035,3422.475,1.1091114484704434,3360.6955294870168,2.6965290280314953
0.04,3422.475,1.5687247801629938,3360.9354464365415,3.1050674537302947
0.045,3422.45,1.5681117176318644,3360.902959993347,3.349815122273777
0.05,3422.2,1.667179408308289,3360.3040761608586,4.397978077990953
0.055,3421.725,1.7095133510551754,3361.6937358986856,3.8926011710301296
0.06,3421.225,1.9412855904244852,3360.3235016321573,5.253272062764146
0.065,3421.05,2.1116283666815905,3361.1318814228835,5.36951561778966
0.07,3422.1,2.035580935160708,3362.7095202661876,4.864914248913766
0.075,3421.525,2.124189136395224,3359.652050895652,5.056291096116964
0.08,3421.9,2.318266372606689,3361.4951509585526,5.698022406704321
0.085,3421.45,1.8250395148514535,3361.82482705981,5.650959971913482
0.09,3421.425,2.373869501522022,3362.2254298992834,6.7768456404020245
0.095,3421.0,1.8946618668626838,3360.8409248868365,6.633992472696272
0.1,3421.325,2.4949949899749306,3363.2416091800783,6.493815874590171
