count,count,size,size
mean,std,mean,std
4977.0,0.0,4934.725057745117,1.866243750710335e-12
4976.0,0.0,4933.785668448368,0.5400601547371541
4971.0,0.0,4928.937149311919,1.4591651482618844
4966.0,0.0,4923.849018898682,2.4226515194278004
4961.0,0.0,4918.736049218349,2.2014354623802754
4956.0,0.0,4913.844360796791,2.6665017607249184
4951.0,0.0,4909.271320608938,3.0060598229963067
4946.0,0.0,4904.153104093091,3.1394037786010762
4941.0,0.0,4899.111614589931,3.4687095488771194
4936.0,0.0,4894.049128033356,3.893344683300518
4931.0,0.0,4889.027074609147,4.555482293835691
4926.0,0.0,4884.309347718871,4.599371488987237
4921.0,0.0,4879.471740277739,4.600417438292006
4916.0,0.0,4874.476294025468,5.141755991675377
4911.0,0.0,4869.488053334177,5.570570899086759
4906.0,0.0,4864.723029498619,6.064191412301354
4901.0,0.0,4859.640293459578,6.010775860512983
4896.0,0.0,4854.645261175191,6.474360770550047
4891.0,0.0,4849.49398575007,6.195764200652387
4886.0,0.0,4844.808408495473,6.417104246409216
4881.0,0.0,4840.178615873474,6.751085361887853
4876.0,0.0,4835.144687152073,6.231415451346005
4871.0,0.0,4830.018127393754,6.377015058003923
4866.0,0.0,4825.254162689653,6.671756996535999
4861.0,0.0,4820.602608192288,6.490925386237957
4856.0,0.0,4815.765525444434,6.887841799942178
4851.0,0.0,4810.32688820744,6.193758649410243
4846.0,0.0,4805.531217515561,6.612547819952259
4841.0,0.0,4800.717426302517,6.937503691714117
4836.0,0.0,4795.552837130516,6.950253349049085
4831.0,0.0,4790.233435553831,6.550233474148957
4826.0,0.0,4785.755816834926,6.640519936274822
4821.0,0.0,4780.680119772893,6.697005554386692
4816.0,0.0,4775.956219398875,7.0655239801145004
4811.0,0.0,4770.980842519526,6.991820289162186
4806.0,0.0,4766.2939989432525,7.356964351430944
4801.0,0.0,4761.497635343807,7.476083678108829
4796.0,0.0,4755.983952269418,7.6573398851109244
4791.0,0.0,4751.224335033562,7.310505733315584
4786.0,0.0,4746.759256200451,7.154207508930882
4781.0,0.0,4741.563872888868,7.00060707938732
4776.0,0.0,4736.729202268982,7.335470101038602
4771.0,0.0,4731.698563613088,7.491855779919897
4766.0,0.0,4727.167323640653,7.678530341832986
4761.0,0.0,4722.106708040993,8.116787372714281
4756.0,0.0,4717.3864030833265,7.75038385831741
4751.0,0.0,4712.454234247109,7.616001190101547
4746.0,0.0,4707.830326838719,7.89071407275735
4741.0,0.0,4702.639824715805,7.989810573592046
4736.0,0.0,4697.870816154085,8.102222292982836
4731.0,0.0,4692.87029479819,8.090437568748559
4726.0,0.0,4687.405328255615,8.275406281001521
4721.0,0.0,4682.6507336172535,8.583403178287558
4716.0,0.0,4677.399200872564,8.316445454516872
4711.0,0.0,4672.630976420789,8.680038721687119
4706.0,0.0,4667.65798852958,8.714399650078414
4701.0,0.0,4662.83097166185,8.729068154817993
4696.0,0.0,4657.512115384871,8.928568248486163
4691.0,0.0,4652.898928642409,9.220634434360617
4686.0,0.0,4647.922689261171,8.924812999674497
4681.0,0.0,4643.2929547001295,8.304436577166902
4676.0,0.0,4638.441069621391,8.208411572273834
4671.0,0.0,4633.101681686054,8.473183474750398
4666.0,0.0,4628.147577444541,8.40292571378261
4661.0,0.0,4623.347242495181,8.268720191825256
4656.0,0.0,4618.65026630839,8.488070180167716
4651.0,0.0,4613.794572797168,8.85145854301522
4646.0,0.0,4608.812731802804,8.9585111788886
4641.0,0.0,4603.798634164869,9.316905599535517
4636.0,0.0,4599.284019380893,9.218027198566597
4631.0,0.0,4593.964281502063,9.108540286718508
4626.0,0.0,4589.085083490248,9.145491110334914
4621.0,0.0,4583.671623259901,9.00613570681133
4616.0,0.0,4578.694477353069,8.822998905860079
4611.0,0.0,4573.868001936802,8.539878096214123
4606.0,0.0,4568.743321745331,8.795713428467467
4601.0,0.0,4563.326238433558,9.403718431972932
4596.0,0.0,4558.568909361626,9.525663265304178
4591.0,0.0,4553.651107095947,9.802038651080235
4586.0,0.0,4548.800215358109,9.928425743535472
4581.0,0.0,4543.7538735031285,10.004956796401867
4576.0,0.0,4538.497896710991,9.985565786923152
4571.0,0.0,4534.04810067365,9.555681115920978
4566.0,0.0,4528.92726077977,9.495887629410653
4561.0,0.0,4524.35322843624,10.066773240438314
4556.0,0.0,4518.778501517036,10.022940288888718
4551.0,0.0,4513.382536469341,10.006181685734688
4546.0,0.0,4508.291492417264,9.937393385531955
4541.0,0.0,4503.910075451517,10.247313222127584
4536.0,0.0,4498.899324333588,9.7256216602645
4531.0,0.0,4494.128502078727,9.478035688667267
4526.0,0.0,4489.117268874131,9.504991312834111
4521.0,0.0,4484.604267667286,9.190074859423767
4516.0,0.0,4479.622049699907,9.734016864892784
4511.0,0.0,4474.580382618969,9.667582318157972
4506.0,0.0,4469.674391615953,9.836825521822053
4501.0,0.0,4464.501511489562,9.653572623740589
4496.0,0.0,4460.015804741544,9.577817145660735
4491.0,0.0,4454.744491586902,10.05963669187319
4486.0,0.0,4450.160962928279,10.019983109882006
4481.0,0.0,4444.920105436633,9.848233555615824
4476.0,0.0,4440.223514092295,9.636792267597876
4471.0,0.0,4435.301299462447,9.539145041644561
4466.0,0.0,4430.55791816559,9.787629216630899
4461.0,0.0,4425.9529868915515,10.145099727943832
4456.0,0.0,4420.731183336246,9.77293743407818
4451.0,0.0,4416.251583122728,9.96921565969246
4446.0,0.0,4411.442588012503,10.421017674113255
4441.0,0.0,4406.325745472246,10.436230589528108
4436.0,0.0,4400.868727301633,10.482112235525904
4431.0,0.0,4396.032063551104,10.735050796670276
4426.0,0.0,4391.409258392932,11.225931578947991
4421.0,0.0,4386.310005874145,11.324144483952216
4416.0,0.0,4381.669851733395,11.253380099235587
4411.0,0.0,4376.682647375537,11.561115381395503
4406.0,0.0,4372.070828896612,11.54035577552152
4401.0,0.0,4367.704937857177,12.338604459670174
4396.0,0.0,4362.904018360454,12.245817905293762
4391.0,0.0,4357.895890138794,12.789096373726645
4386.0,0.0,4352.913290185247,13.056982579672743
4381.0,0.0,4347.824197342476,12.949228309070886
4376.0,0.0,4342.328494706598,13.052155683273456
4371.0,0.0,4337.43561765644,13.257689152842323
4366.0,0.0,4332.773879921983,13.244344586269243
4361.0,0.0,4327.511738495441,13.233801348539782
4356.0,0.0,4322.314509963994,12.980395788240129
4351.0,0.0,4317.518767695927,13.228140919823938
4346.0,0.0,4312.366033333508,12.937933868173904
4341.0,0.0,4307.214469339457,12.765361871797609
4336.0,0.0,4302.289891110792,13.083817938034619
4331.0,0.0,4297.743131043107,13.541974490989153
4326.0,0.0,4292.336556308979,14.05111714324932
4321.0,0.0,4287.434369917811,13.9522561774961
4316.0,0.0,4282.805730023157,13.916944195695544
4311.0,0.0,4277.54384725358,14.15460416559338
4306.0,0.0,4272.889111917962,14.098674644394748
4301.0,0.0,4268.443371722012,13.94128306190383
4296.0,0.0,4263.476187819899,13.948868858806748
4291.0,0.0,4258.48784840609,13.720704102244241
4286.0,0.0,4253.0472529739345,13.629250401875407
4281.0,0.0,4248.0647925539615,13.499511885112248
4276.0,0.0,4243.079198935323,13.084975825026447
4271.0,0.0,4237.852403363542,13.147807241392941
4266.0,0.0,4232.930998044104,13.485762956935485
4261.0,0.0,4228.466621752865,13.603129675264112
4256.0,0.0,4223.798326323147,13.415384379159015
4251.0,0.0,4218.881994089377,13.10640888174331
4246.0,0.0,4213.961861739905,12.953485389547179
4241.0,0.0,4209.471305908568,12.89737228468849
4236.0,0.0,4204.869831817843,12.898774316415473
4231.0,0.0,4199.388494059973,13.118889078118226
4226.0,0.0,4194.332681716152,13.462022692602503
4221.0,0.0,4188.652533818753,13.048332707455444
4216.0,0.0,4183.043365007054,12.916835758682565
4211.0,0.0,4178.084263517874,12.790733306553378
4206.0,0.0,4172.943949547249,11.893081916338398
4201.0,0.0,4168.018865083032,12.059373770339931
4196.0,0.0,4162.997049732576,12.371082642965426
4191.0,0.0,4157.783661081855,12.275974146520682
4186.0,0.0,4152.486947353837,13.166920483962812
4181.0,0.0,4146.925674137516,13.32759559724667
4176.0,0.0,4141.915086174932,13.592629287170954
4171.0,0.0,4137.0438721294695,13.779886996469811
4166.0,0.0,4131.696215093982,14.2454537190731
4161.0,0.0,4127.006592327012,14.182865521476458
4156.0,0.0,4122.3532923095145,14.110244418058796
4151.0,0.0,4117.151213790877,13.584345986270705
4146.0,0.0,4112.868288170321,13.624083060240268
4141.0,0.0,4108.129702633768,13.59810714708066
4136.0,0.0,4103.337866958887,14.064851131002932
4131.0,0.0,4098.659642346338,14.343430894076318
4126.0,0.0,4093.6547006073497,14.214366125289741
4121.0,0.0,4088.3386090852628,14.58942948125337
4116.0,0.0,4082.8471037178033,14.273676054997035
4111.0,0.0,4077.98475865284,14.01331774437775
4106.0,0.0,4073.4341305421067,13.945076559503356
4101.0,0.0,4068.4873640984906,13.624813883621645
4096.0,0.0,4063.4273668322166,13.801311502264504
4091.0,0.0,4058.6859461175127,13.66725737325489
4086.0,0.0,4053.994229894387,13.402566660619506
4081.0,0.0,4048.5533007562653,14.280349114169107
4076.0,0.0,4043.6068250103913,14.154221986872004
4071.0,0.0,4038.1569274216354,14.17783766388357
4066.0,0.0,4033.103281464578,14.223015296948214
4061.0,0.0,4028.057040306108,14.62900901856937
4056.0,0.0,4023.2033090888813,14.80793161584943
4051.0,0.0,4018.572546370953,14.431738746351327
4046.0,0.0,4013.4165514288907,13.94345589759417
4041.0,0.0,4008.248111597865,13.57523184469038
4036.0,0.0,4003.4603857278553,13.319660673986943
4031.0,0.0,3998.0861008785055,13.740044457016026
4026.0,0.0,3992.978857596787,13.649810510779483
4021.0,0.0,3987.7877145640973,13.519175713707298
4016.0,0.0,3982.756351643579,13.945401781635715
4011.0,0.0,3977.7026544881023,14.050683162753499
4006.0,0.0,3972.9894624529647,14.538283334305458
4001.0,0.0,3968.010730299107,14.850660615485355
3996.0,0.0,3963.022586762935,14.6078197574873
