count,count,size,size,components,components
mean,std,mean,std,mean,std
3505.0,0.0,2928.2838765238184,4.665609376775837e-13,1.0,0.0
3504.8,0.6155870112510924,2928.0996540916885,0.789320334996948,1.0,0.0
3504.55,1.538112308540638,2927.6775958678004,1.7778357832237162,1.0,0.0
3503.85,2.497893849668261,2926.9468123683764,3.0864847965928357,1.0,0.0
3490.75,55.77763652972494,2905.3333059741235,92.32522316637666,1.0,0.0
3489.9,55.59430110892189,2904.7548787923915,92.21730602922354,1.0,0.0
3489.05,55.61945418835505,2903.811232937352,92.11346621411988,1.0,0.0
3488.25,55.68036127378259,2903.085324891207,92.16465054558236,1.0,0.0
3487.55,55.788581174588806,2902.253748022917,92.17254669731375,1.0,0.0
3487.15,55.762914482467174,2901.8127999561284,92.1904224900581,1.0,0.0
3486.5,55.63367022907885,2900.976427059749,92.00431073983613,1.0,0.0
3486.25,55.82573920598577,2900.690196577333,91.81360736774572,1.0,0.0
3485.3,56.063967225416995,2899.444048295434,92.22336229633035,1.0,0.0
3485.0,55.29157164285387,2899.1130759228263,91.38441975966117,1.0,0.0
3484.25,55.350438594753506,2898.1877481529345,91.15875066200415,1.0,0.0
3483.45,55.427976025792155,2897.4698792945055,91.44386891222535,1.0,0.0
3482.7,54.863562829220164,2896.3251414697816,90.63885427631682,1.0,0.0
3482.35,54.29187687616668,2896.0404242565824,89.87121699624306,1.0,0.0
3481.9,54.42029420218739,2895.541081222592,90.03626377541279,1.0,0.0
3481.45,53.84820282394224,2894.8232525468907,89.09437975021106,1.0,0.0
3481.2,54.10185326137904,2894.249134124925,89.57683102055326,1.0,0.0
3473.4,60.41557833260523,2881.7805918335757,101.5637110758287,1.0,0.0
3472.5,61.36216904146792,2880.7009534819153,102.90465616731481,1.0,0.0
3472.5,61.321842935879154,2880.574196036435,102.83935708609563,1.0,0.0
3471.1,61.4627829195077,2879.149601522143,103.09749090285759,1.0,0.0
3470.2,61.62757414288544,2878.046382583433,103.30322119737794,1.0,0.0
3469.45,61.98172481083692,2877.0520654813495,103.98108141379439,1.0,0.0
3469.3,62.25254169404187,2877.0167315456756,104.54867530987158,1.0,0.0
3468.45,61.85337075442381,2876.24219139168,104.08029747288673,1.0,0.0
3448.8,102.74065458844983,2845.0154397820015,166.37919753207586,1.0,0.0
3448.6,102.88133174221956,2844.6877692984117,166.4298230586646,1.0,0.0
3447.75,102.58699773978746,2843.767356075796,165.6136536694695,1.0,0.0
3447.4,102.32373804949198,2843.528195604889,165.28761164108082,1.0,0.0
3446.9,101.85381681606242,2842.867582450802,164.5289041805097,1.0,0.0
3446.3,101.22413899752111,2841.951522884077,163.6568489963635,1.0,0.0
3445.45,100.89519053792512,2840.8818265836985,163.17119674026037,1.0,0.0
3445.0,100.02894317988275,2840.270044331629,162.33594321393772,1.0,0.0
3444.4,100.72547370269142,2839.773457253762,163.022220119866,1.0,0.0
3443.85,100.58004144382772,2839.080710866354,162.9687631106955,1.0,0.0
3443.1,100.08412251175191,2837.9882592402028,162.481428926209,1.0,0.0
3442.6,100.16060786766948,2837.7339552974818,162.5572463801529,1.0,0.0
3442.4,99.85009817352788,2837.547878366656,162.21314172919736,1.0,0.0
3441.65,99.90747034921337,2836.683302522341,162.43997251143915,1.0,0.0
3440.85,99.43592223929411,2835.801674077459,161.92765775176244,1.0,0.0
3441.0,99.70429964861623,2835.6872901942766,162.25726421275698,1.0,0.0
3440.55,99.65438960939478,2835.3503038190474,162.34484940392858,1.0,0.0
3440.15,99.7070841594465,2834.9718234227444,162.664221858504,1.0,0.0
3439.95,100.03077158133837,2834.8463217280437,163.5629085081692,1.0,0.0
3439.55,99.93654565720558,2834.347400084152,163.5856695364921,1.0,0.0
3438.9,99.19459874939074,2833.516581674353,163.02712607796155,1.0,0.0
3438.25,98.12230552787304,2832.7108000586145,161.6857125148078,1.0,0.0
