,count,count,size,size
,mean,std,mean,std
0.0,3709.0,0.0,2946.9663260073057,0.0
0.005,3707.85,5.385402872818718,2944.64555914782,7.876062259196053
0.01,3704.7,9.260337259184794,2940.273742417978,13.225881651075092
0.015,3704.275,10.030690085420025,2938.8435893144465,13.82782343960171
0.02,3705.6,14.237545164377613,2941.872429635314,21.598289581866528
0.025,3702.3,14.417226163739343,2937.8136426868346,20.93233154609575
0.03,3701.6,20.408394451856424,2938.6230528807146,28.57586122148835
0.035,3704.4,21.27813371419059,2941.4555153396127,31.18063190947508
0.04,3699.925,22.549532373342252,2935.087794631899,33.803048388006495
0.045,3694.375,19.326728535824056,2929.0575965695625,27.70898697386314
0.05,3699.3,20.8845421918725,2935.6699996343928,30.702388355981842
0.055,3695.375,25.117863191005146,2930.2565234942376,36.01157667915273
0.06,3693.15,27.32196448994368,2927.976070777217,40.702798979405145
0.065,3694.25,32.015020513214395,2929.4818937158693,45.601772087060766
0.07,3701.8,32.83853271340288,2938.0135037215973,46.723944247732085
0.075,3697.85,34.78767096662338,2933.4810108584606,51.04296475435772
0.08,3704.0,37.63863263545405,2943.6968491338557,54.943331933681804
0.085,3696.975,47.20250292146893,2934.951635366897,67.11334160549563
0.09,3700.625,43.874347098655875,2938.286820046985,64.71822557799199
0.095,3707.775,39.41982288008707,2948.7469003128062,57.40349539910035
0.1,3698.05,43.69060803844724,2934.4940948069598,64.72434341352476
