,count,count,size,size
,mean,std,mean,std
0.0,2488.0,0.0,1140.374122333556,6.908108164795976e-13
0.005,2488.0,0.0,1140.3185358862604,0.25272923708810097
0.01,2488.0,0.0,1140.1991411503645,0.4613972105083708
0.015,2488.0,0.0,1140.0612219834088,0.7347330025495664
0.02,2488.0,0.0,1139.5906004661342,0.7534212902956716
0.025,2488.0,0.0,1139.1025021202893,1.0356192133345334
0.03,2488.0,0.0,1138.8272460828023,1.3326879155579516
0.035,2488.0,0.0,1138.0008349563072,1.4298252593200476
0.04,2488.0,0.0,1137.7452390837866,1.7370438266988548
0.045,2488.0,0.0,1136.5413645381136,2.352089160053038
0.05,2488.0,0.0,1136.0992169482267,2.0048160093765404
0.055,2488.0,0.0,1134.5763976219118,2.871860385325768
0.06,2488.0,0.0,1132.7473987621001,2.6537593192579196
0.065,2488.0,0.0,1132.6513552280164,2.710769269829622
0.07,2488.0,0.0,1131.3642346941592,3.289727467844865
0.075,2488.0,0.0,1129.956855187339,2.899325756494907
0.08,2488.0,0.0,1128.4714903571619,4.138754772612779
0.085,2488.0,0.0,1128.6597910833548,5.3351211539936125
0.09,2488.0,0.0,1125.5365555391452,5.221922051318312
0.095,2488.0,0.0,1124.9484277318284,4.161447418242423
0.1,2488.0,0.0,1121.9136362925033,3.9479758232068747
