,count,count,size,size
,mean,std,mean,std
0.0,4981.0,0.0,5052.855282182776,0.0
0.005,4981.0,0.0,5052.860482828979,0.28485624950370436
0.01,4981.0,0.0,5052.9712144450195,0.5640851950953357
0.015,4981.0,0.0,5052.8609002220255,1.0969669577266172
0.02,4981.0,0.0,5052.78570796173,1.1440005134640847
0.025,4981.0,0.0,5052.918892096384,1.5608841578069852
0.03,4981.0,0.0,5052.740274636238,2.1460014378893275
0.035,4981.0,0.0,5052.343046436568,2.130039537144529
0.04,4981.0,0.0,5052.490829072371,2.665145026352469
0.045,4981.0,0.0,5052.698287638736,3.3940074376839697
0.05,4981.0,0.0,5053.466566594092,2.802603433397994
0.055,4981.0,0.0,5052.607123575085,3.90789088558999
0.06,4981.0,0.0,5051.721060322238,4.630688318044229
0.065,4981.0,0.0,5053.166579146173,4.037730308497572
0.07,4981.0,0.0,5054.8208112770135,5.21884015048043
0.075,4981.0,0.0,5054.4752925853,5.880908681920311
0.08,4981.0,0.0,5053.26651532613,6.278225909396321
0.085,4981.0,0.0,5055.707125717524,5.802894479239462
0.09,4981.0,0.0,5054.738372421999,5.796320390987489
0.095,4981.0,0.0,5054.330073254114,6.056021586786419
0.1,4981.0,0.0,5056.113108852694,6.367342319289319
