,count,count,size,size
,mean,std,mean,std
0.0,4977.0,0.0,4883.267432761442,0.0
0.005,4977.0,0.0,4883.262069828752,0.36485611160142223
0.01,4977.0,0.0,4883.2057387506175,0.7796117169175705
0.015,4977.0,0.0,4882.927423784841,1.1639281386899882
0.02,4977.0,0.0,4883.2809438508875,1.5971682056344996
0.025,4977.0,0.0,4883.270351388768,1.4558994031399877
0.03,4977.0,0.0,4883.627805650192,2.383235956577617
0.035,4977.0,0.0,4883.1249486143015,2.3672574189933098
0.04,4977.0,0.0,4883.543782154804,2.8596856563686393
0.045,4977.0,0.0,4884.072147896807,3.4162934155636946
0.05,4977.0,0.0,4883.766687127651,3.7197379788914398
0.055,4977.0,0.0,4883.420782409774,3.594056746414581
0.06,4977.0,0.0,4883.579270717096,3.6120224082276944
0.065,4977.0,0.0,4883.266742498918,5.076857744450076
0.07,4977.0,0.0,4883.802398716391,5.102678755115575
0.075,4977.0,0.0,4883.418673082326,5.72569583365911
0.08,4977.0,0.0,4883.598583455931,5.6706723954887615
0.085,4977.0,0.0,4885.894072312749,6.367654682418067
0.09,4977.0,0.0,4887.103724255778,7.2423788972172405
0.095,4977.0,0.0,4888.125426705128,6.305259005213821
0.1,4977.0,0.0,4886.038324961523,7.442616416949369
