count,count,size,size,components,components
mean,std,mean,std,mean,std
2989.0,0.0,2691.100294316939,4.665609376775837e-13,3.0,0.0
2988.0,0.0,2691.954617476088,1.7339673219267695,3.9,0.44721359549995815
2985.0,0.0,2689.940427430348,2.0130708650200773,3.7,0.6569466853317862
2982.0,0.0,2686.5709241963577,3.0840737461536696,4.05,0.6048053188292996
2979.0,0.0,2683.1144757855263,3.0330337890288783,4.0,0.5619514869490163
2976.0,0.0,2678.5267696638894,3.5072169698323234,3.85,0.4893604849295929
2973.0,0.0,2675.9230882446977,3.527724847504419,4.0,0.6488856845230502
2970.0,0.0,2674.000745540292,4.370701688035199,4.05,0.6048053188292994
2967.0,0.0,2671.2206422895088,4.318428609367165,4.2,0.6155870112510924
2964.0,0.0,2668.622803896715,6.098605108214039,4.0,0.7947194142390263
2961.0,0.0,2664.776282776538,5.708579008941878,4.1,0.7181848464596078
2958.0,0.0,2662.196497061468,5.473357536261213,4.4,0.7539370349250519
2955.0,0.0,2659.2455392403544,6.169114045594237,4.2,0.7677718959499146
2952.0,0.0,2655.0802276265813,5.767806954226376,4.4,0.7539370349250518
2949.0,0.0,2652.4541107196533,6.204976019157937,4.35,0.8127277008872491
2946.0,0.0,2649.5127390675666,6.390866456113933,4.5,0.8885233166386386
2943.0,0.0,2646.4843231862333,6.408808403449707,4.6,0.7539370349250518
2940.0,0.0,2643.7183341460754,5.120992607098762,4.6,0.8207826816681233
2937.0,0.0,2640.2126743501694,7.668260954834249,4.55,0.6863327411532598
2934.0,0.0,2636.650944798274,7.28433470611969,4.55,0.8255779474818966
2931.0,0.0,2633.7457464509584,7.359499572620596,4.6,0.6805570473787205
2928.0,0.0,2631.467042720408,8.168744280024145,4.7,0.5712405705774793
2925.0,0.0,2627.553225554045,8.110864777698925,4.45,1.0500626547722607
2922.0,0.0,2624.2310976251256,7.1534177491850075,4.3,0.8645047258706176
2919.0,0.0,2621.1261597200255,7.9693440219566245,4.45,0.6048053188292994
2916.0,0.0,2618.244950628042,8.936998044002664,4.55,0.7591546545162484
2913.0,0.0,2618.1939405188214,9.316534932086222,4.35,0.6708203932499369
2910.0,0.0,2613.0776187441793,8.587812423775196,4.5,0.6882472016116853
2907.0,0.0,2610.0874358992687,10.660003427864106,4.45,0.8870412083230171
2904.0,0.0,2604.935997858586,8.44748483857255,4.2,0.8335087534664909
2901.0,0.0,2602.137704144056,8.605385542258137,4.45,0.8255779474818966
2898.0,0.0,2599.228778634526,9.414635818752728,4.4,0.7539370349250518
2895.0,0.0,2596.530487524803,9.415745685674128,4.35,0.9333020044867296
2892.0,0.0,2591.1148656524733,9.594862963150264,4.35,0.8127277008872491
2889.0,0.0,2588.5053634406154,9.979181302238036,4.35,0.7451598203705947
2886.0,0.0,2585.5394637186755,10.497041802045796,4.15,0.812727700887249
2883.0,0.0,2583.3460066666808,10.664859185834459,4.05,0.9986833437344549
2880.0,0.0,2579.350871758351,10.504899786847506,4.0,1.025978352085154
2877.0,0.0,2577.714021429124,10.90143721904559,4.25,1.019545822516343
2874.0,0.0,2574.074010272954,10.41859574461467,4.15,1.0894228312566054
2871.0,0.0,2571.25580063126,10.207061571419189,4.05,1.050062654772261
2868.0,0.0,2569.1496083819025,12.697345481782747,4.15,1.1367080817685318
2865.0,0.0,2563.463889757957,11.133932090467075,4.1,1.020835571068081
2862.0,0.0,2561.47677479088,12.57678344854113,4.15,0.8750939799154207
2859.0,0.0,2558.238588421454,11.484936026463195,4.05,1.050062654772261
2856.0,0.0,2554.6076994289187,12.791033329533883,4.1,0.9679060415469871
2853.0,0.0,2553.7825738708552,11.420463848170009,3.75,1.019545822516343
2850.0,0.0,2549.3642946916907,10.762502934454023,3.9,0.9119095061289915
2847.0,0.0,2546.323393681736,9.268126582746824,3.9,1.1652874052533586
2844.0,0.0,2545.4343973506475,10.075755472781264,3.9,1.020835571068081
2841.0,0.0,2540.060415789829,11.566235358574533,3.65,0.8750939799154206
