,count,count,size,size
,mean,std,mean,std
0.0,4981.0,0.0,4929.643594046161,9.210810886394635e-13
0.005,4981.0,0.0,4929.708698124125,0.33872978625556294
0.01,4981.0,0.0,4929.783511012169,0.7012097509704532
0.015,4981.0,0.0,4930.109350330936,0.9639457346540354
0.02,4981.0,0.0,4930.573767181103,1.4654423847581097
0.025,4981.0,0.0,4931.148663947564,1.717142239888865
0.03,4981.0,0.0,4932.185879153132,2.123369424646329
0.035,4981.0,0.0,4933.562223800362,1.8198526222731817
0.04,4981.0,0.0,4934.022761271454,2.591872494126887
0.045,4981.0,0.0,4935.369925197776,3.062606216762952
0.05,4981.0,0.0,4936.315578067114,3.892438068385748
0.055,4981.0,0.0,4936.862514114601,4.416444189857268
0.06,4981.0,0.0,4938.032427602962,4.331270919141201
0.065,4981.0,0.0,4940.767260575915,4.17912490968526
0.07,4981.0,0.0,4942.497577171052,4.287223390299604
0.075,4981.0,0.0,4943.170727005474,5.445266134853253
0.08,4981.0,0.0,4945.681868142563,5.59168841918905
0.085,4981.0,0.0,4947.029754004503,6.2883541362234165
0.09,4981.0,0.0,4948.761391100813,4.902213633938782
0.095,4981.0,0.0,4952.025969659486,7.695096584085496
0.1,4981.0,0.0,4954.652909127902,6.049032181664685
