,,0
1.5,mean,1.8589703296751376
1.5,std,0.02128611825827802
1.5,mean,1.6854092012536346
1.5,std,1.2220346921031462
1.5,mean,0.0188545870642128
1.5,std,0.01223447007126778
1.5,mean,0.9812467995485816
1.5,std,0.005650559544888725
3.0,mean,3.9951429006587618
3.0,std,0.9144036246740898
3.0,mean,4.094063485209913
3.0,std,0.6908605924075377
3.0,mean,0.05838395868306018
3.0,std,0.016763030671239406
3.0,mean,0.9967039237182329
3.0,std,0.0015395198134402202
