,lap,lap,adj,adj,nlap,nlap,netlsd,netlsd,portrait,portrait
,mean,std,mean,std,mean,std,mean,std,mean,std
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.17381825681189858,0.12493864153598513,76.06486800979421,5.840392609024848,0.005726606358273071,0.0034692814348489093,5.1759553751694676e-05,2.343197159738182e-05,0.012033585347424927,0.007519895852090375
2,0.33498330947460647,0.26882326363290615,78.07805039147722,0.7536075460350914,0.006840726200746353,0.0038071541090448358,8.155314135043464e-05,5.6869258364236994e-05,0.02376299265111647,0.011244443994461882
3,0.38161906292135483,0.24108359318340639,76.94057399187466,2.088966601712869,0.010694417539647807,0.0035937783302917225,0.00010685856450524578,7.695343497602683e-05,0.02911792541464155,0.01107194742507352
4,0.468711609567903,0.314028387600896,76.45685436596536,5.7443876115182695,0.011562186759397821,0.0029808922378409867,0.0001476750948847029,9.813333055818106e-05,0.035859893847639955,0.01029050255128707
5,0.5535519942923689,0.3559115008818637,77.52489027240318,1.0179028521874611,0.012894567979442531,0.0029323414932261446,0.00020598709114006612,7.621790840757695e-05,0.049723562801606315,0.017159239273876057
6,0.5668091540015544,0.3505699679077819,79.17254563551442,2.2930194464587883,0.01364986810322923,0.0028985774309797326,0.0002458675135804854,7.022143790180105e-05,0.05717645793130797,0.01912400551422949
7,0.6279186672350761,0.4164951715619106,78.35261573496605,2.948762257943855,0.016669504921126566,0.0042854350336221465,0.0002425257206052054,0.00018832120559190638,0.06298593498565348,0.02117846492169083
8,0.6894737756012062,0.370131355897655,77.04501642778847,2.4953281746914353,0.01853656714731834,0.003431342798560241,0.0003089137276847053,0.0001930894889064524,0.07028813988154985,0.01836341078163083
9,0.763926427438882,0.35674709301826896,75.0510030057884,7.031334086302283,0.020075439623579515,0.0024110941977554283,0.00034490448189752643,0.00019719465303274876,0.08001645142422628,0.021811923864761586
10,0.8157785801690899,0.3351204160610383,75.52300901406268,5.401443258336204,0.021577546749678017,0.0011849626655205678,0.00039100586809895366,0.0002145640437758253,0.08690455651959662,0.01936585098433413
11,0.8384645819511851,0.3347707193180366,80.30264587453233,2.3534017425746905,0.02246213436395514,0.001313198972191568,0.0004050780332477072,0.00022169221803475733,0.09393574689926609,0.02033589029711751
12,0.8881526535531714,0.29799113048300474,77.46505509527734,2.6830405522551106,0.023155912689362,0.0015013631257842217,0.0004491162112500573,0.00022576266892870695,0.0957922732626348,0.019597033910624173
13,0.9337799555162107,0.29048692482120303,73.63626206295464,4.564673415438263,0.024195680225558826,0.002296394587218068,0.0005213213809385281,0.00028466480040828523,0.09995923806518722,0.018280762354415437
14,1.0342169851198295,0.3468805878173074,78.81424700014512,1.6178818621479638,0.025966437930347575,0.0031454117026083516,0.000561823335765382,0.0003310327035667263,0.10398233759744127,0.020982557293358628
15,1.0719589569772328,0.3446271692198346,76.45978471381459,4.670735622033767,0.02703230821530455,0.0030834895223099444,0.0005842073069372031,0.0003436230261506919,0.1093850545296807,0.018308382806628814
16,1.2165566123935843,0.43541142454833487,81.38177809580631,2.4748371073290594,0.027614259214608437,0.002806804818769523,0.0006079776015780987,0.00031519435665750293,0.11701338091740458,0.016838568002371723
17,1.246722031595213,0.44813856727731405,75.42815466879514,4.824257737153674,0.028079818326576633,0.003092003084197974,0.0006303009809394987,0.00032126885360172326,0.12071352292149566,0.015564647071307402
18,1.3096815352833788,0.4472062466562283,77.64076731076969,3.655400420948769,0.028847438200849153,0.004094857082628753,0.0006773635826698057,0.0003648228844252152,0.12245820623937057,0.015890417706363975
19,1.3997745402210235,0.46468913946438806,79.8414287246307,2.9162039332883274,0.029020690179262225,0.003271405017514599,0.0006859152710765803,0.00031122607658453657,0.1247806865783057,0.014263453057249919
20,1.4234646673356122,0.45972288954092927,78.20482084949575,2.9913986809127846,0.029490543041397053,0.0035207469502321746,0.0007236136583954221,0.0003099559990842493,0.1268730249535547,0.012549353042297888
21,1.4428301368277683,0.45153202820599225,79.8572231390542,1.2451031950387195,0.030155096095728345,0.003045180937631781,0.0007389559877062987,0.00028198921422939276,0.13016411957226087,0.011629501835566866
22,1.4669700542473618,0.45407700152888975,78.09179270569759,2.2241795433855933,0.03093869104209111,0.0032527945122884524,0.0007876608694787595,0.00029682075097054285,0.1316952766193338,0.01235364681336952
23,1.5049347738471142,0.47187452823734827,77.30881772894773,2.3690370364003686,0.03163671515791563,0.003310989633101955,0.0008298236684838901,0.00028947766712903675,0.13459268892585227,0.010390053619433988
24,1.5603534134359016,0.5324158240712306,79.1865889316456,0.3208850903632525,0.032424253406003536,0.003549088563427317,0.0008756598872970437,0.0003109271398647008,0.1377109557388328,0.009991133857354057
25,1.6126081823847287,0.5164588039190683,78.34982256091277,2.508010599628005,0.03343551842131007,0.004052476118784586,0.0009261515568178093,0.00033010014957724686,0.14211184823177608,0.00888460214331938
26,1.6485368814486343,0.5336136047116794,80.10944182964738,1.174249114709947,0.033990417444304796,0.004333615291923864,0.0009368413188034959,0.00036801179655541967,0.14463035996489934,0.01088764116273118
27,1.728470432652379,0.596241012083214,78.14913546264803,2.7558549308402993,0.03549316030403499,0.0042876499347581296,0.001032816054335368,0.0003431669290918464,0.1478044551078236,0.011861343122057109
28,1.7798231440086585,0.590295948924124,74.53418048239607,4.231805293975826,0.036437548648789196,0.004502072354658237,0.0010706254902886052,0.0003170206623698446,0.15406980462926184,0.006458185386858223
