,lap,lap,adj,adj,nlap,nlap
,mean,std,mean,std,mean,std
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.15974454314448364,0.1364567493610679,64.78219470105917,1.7143396244235023,0.007101821721113576,0.0006235138150633736
2,0.16541862300444932,0.14354782806673447,69.80886803352657,3.2789513100674874,0.007821684655018559,0.0016173865028538687
