lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
mean,std,mean,std,mean,std,mean,std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13321916173429052,0.17012192654167066,0.026060913569175163,0.018499220856620358,0.0012599014028340685,0.0011423583952205145,0.012892729903638298,0.012532479416807431
0.6485503313791988,0.3475058057193357,0.06718346955870017,0.009870029681960662,0.0069484974669765665,0.0030922908249625064,0.06599984677429124,0.028108972299449322
1.1480922817453638,0.6042068036512076,0.08900586707565813,0.01234454725729295,0.012211999682615908,0.004224145856771636,0.1182356204409877,0.0445224809247505
1.3793935048678396,0.6024645984798345,0.11122761608839564,0.018133616803769452,0.018060232469479735,0.004802989174934853,0.16733328144891446,0.05694753543375357
1.632697813137754,0.636052604654679,0.12676839858462285,0.018460722407701302,0.02408847506549269,0.005064557087607361,0.22759085469387305,0.05277171446314846
1.7366103787562264,0.44890330509604287,0.1409130335079856,0.02499253516990484,0.028819910473352594,0.005246556626859435,0.2861185486570369,0.04645305426624869
2.0250559860121142,0.5541298190455973,0.15328518805854546,0.026469784969848847,0.033003635086236494,0.006335104815882906,0.3313758411993045,0.03495332232527903
2.287832834115741,0.6158073153613701,0.16390615682485682,0.025843722179281173,0.03793690208212201,0.006809457711066713,0.3553488343400756,0.035012844830396864
2.427642049870781,0.6088853319488939,0.1747714167330035,0.02737510544092013,0.0424738217729398,0.006987018415831249,0.3811109872346344,0.03407531904822493
2.6639455427549663,0.5493369757697728,0.18329305765397735,0.030893051439995507,0.045635146844015914,0.007197379403981305,0.407233347757913,0.0314818831380996
2.746200551672448,0.5681640137764886,0.19557632720167267,0.028774394596558308,0.05000607353086227,0.007835846262235779,0.42566533153983077,0.028202326020610926
2.923335311488914,0.531839176816203,0.20873018315539946,0.029573609001224976,0.05430310417524627,0.008169702518717513,0.45112135887099597,0.028302847421215235
3.0626903015771245,0.5972756539494974,0.21244879452750548,0.02891769905804576,0.05728272571699322,0.009054893821453946,0.4781702062816864,0.037615122476325404
3.299586971586154,0.6222344353471243,0.22151942180187664,0.033357085847518585,0.06109848520871101,0.009119275578917086,0.4965657135153968,0.034335393444971656
3.517440268612024,0.6857172765900432,0.23125734861835195,0.0294202720728068,0.06415584254628506,0.009509256861477043,0.5177835921379884,0.03498054461592235
3.6811071338574854,0.6962566307426449,0.24120166987183814,0.034939762993373244,0.06744017921280514,0.009782302560802687,0.5361886134414636,0.036464703992495746
3.7724071687746488,0.6285133317271236,0.25133559719759585,0.034287695425020095,0.07033291677965865,0.009952220337799888,0.5493734886555873,0.035733839868183896
3.900003422463237,0.6431722649619667,0.2662910599449259,0.03633469007204742,0.07421022199140208,0.009304509226489241,0.5578871777437835,0.033782913240313656
4.124975116751907,0.6337574054884723,0.27829935153967955,0.04356214113079922,0.07791697983631897,0.009212888536643137,0.5708214184408009,0.03671822015002523
4.2872440183358345,0.6629289306207578,0.2876778385429018,0.042304422049054144,0.08104925724301489,0.009733874238672497,0.5803304300356511,0.033404366218753395
4.452208902355493,0.61960926582443,0.2972500013530882,0.03970650464843992,0.08374210171671934,0.009947394545549507,0.5898753826632972,0.0302492750113281
4.637416647785579,0.5968997151598318,0.3083537205288499,0.044484979597170723,0.08709328386735657,0.010550887879510832,0.599824558759806,0.029503551772035636
4.749294995949027,0.6607659036389422,0.31599407190073403,0.04726750084694037,0.08974026715890406,0.010866416782945473,0.6079410618230782,0.02999169845934342
4.851741752379967,0.6979188512815526,0.3262449252137204,0.047687985059619555,0.09261794640227286,0.010366432302006064,0.6182186696959936,0.030949887930010012
4.954275530262537,0.7249694297391585,0.33514544050560724,0.046379576761295505,0.09532743012980184,0.009842421476004655,0.6275838001747301,0.02940704067184395
5.077719436026674,0.7437221921746684,0.3410904544611607,0.04854659679267331,0.09808595653545861,0.01021484354435959,0.6347897067457469,0.02942325998856531
5.158873778031311,0.7733348003162989,0.35149656957329356,0.050357521510194236,0.1007397350374889,0.010074898286669496,0.6442712309146195,0.02759883135997556
5.306846895557868,0.7586518049038328,0.36425153014951994,0.05619734318344279,0.10385646865304048,0.010233042465222598,0.6512181574385216,0.026559997786206522
5.354041278539726,0.7046747965111984,0.3720732601961583,0.056901950125929364,0.1055388769726546,0.010914070713958363,0.6588929556085176,0.026078636992977376
5.539221636887696,0.7107966711659179,0.37932176916031496,0.05515249082751796,0.10825383557976338,0.010669750182456892,0.6656773879819002,0.02443924290952739
5.646540795294876,0.6590452890860319,0.38607048229964164,0.062288840006833684,0.11070749662232597,0.010944354098273393,0.6695507406631485,0.023229331769620297
5.714569228299889,0.6709824330001674,0.3950357420379613,0.065581633456785,0.11296284684902806,0.011165757415258786,0.6771663973928069,0.019370304616146847
5.867591145999291,0.5973379091829335,0.4045100788787118,0.0702518302377005,0.11580351216768141,0.01133569370569031,0.6807274381995162,0.01808658836013189
5.943221736385283,0.6072511972571575,0.41501058945322,0.07377622072047058,0.11787177852463279,0.011967084885752174,0.6862752711378546,0.01865008609255349
6.07488845001976,0.5693899950577797,0.4305312212359606,0.07545006522197703,0.1207695142239104,0.0120327879464494,0.6908123910614364,0.017296607652413063
6.1841826202509695,0.5697951668202773,0.43765614136848907,0.07440065738553275,0.12274253916118757,0.012212463395704818,0.6954664843416872,0.01612341676633776
6.289249000361773,0.5978188845498053,0.44666475198830397,0.07427519818759892,0.1256204463366887,0.011869296469025594,0.6992262795554723,0.015288651053108407
6.410275213460514,0.5876996093423515,0.4530069921270107,0.07826620810319745,0.12773443438693405,0.011819059882046158,0.7032461169325088,0.015196148643486833
6.522013953741454,0.5869372942756677,0.46079589526228243,0.08216287930537154,0.129858042775995,0.011899095267026216,0.708587146674516,0.014888599839737695
6.569511406446658,0.621410128946939,0.47147222526717825,0.0827920415821234,0.13211663553211234,0.012189510521107292,0.7130271064236784,0.013720888877701705
6.657931127527273,0.6241369804527822,0.4800071582500756,0.07821238329873914,0.13402643265525246,0.011455630934118412,0.7175490719697597,0.015025746834842433
6.745572059225995,0.6401016669345108,0.491308674191585,0.08106526049996077,0.13623030888794357,0.011700422873221691,0.721259225020997,0.014884704111946211
6.880751388017582,0.6663009502206826,0.4923359436262483,0.0767314660986291,0.13738007537841102,0.011390268411997398,0.7238939906764075,0.013948030238548098
6.952958623586198,0.7102982031659435,0.49839811347669694,0.07868677542637567,0.13949374650488272,0.011370711513718022,0.7279354554857209,0.013030224179486048
7.053260135965961,0.708973175269995,0.5085879962997869,0.07530043434763804,0.1418616443646779,0.010806348571706334,0.7313820189749304,0.013624137060086333
7.08888044371442,0.7087915332786722,0.5207565465674573,0.08193718640700863,0.14404445304792177,0.011495751729997122,0.7362469954245761,0.012359009587387188
7.1959434277366,0.7505768892319632,0.524096906096043,0.08508670953479804,0.1452402846876349,0.011948231831246948,0.7390803581269613,0.011732865364612205
7.259094390666962,0.76005788368054,0.5338138276299926,0.08242430712217486,0.14743483315728478,0.011571321291646525,0.7424187918815306,0.011569113435154108
7.3983154212810005,0.7507763495859762,0.544298202541672,0.08039433556201912,0.14970456181954292,0.011546177222514784,0.7461743969164968,0.010454824960044951
7.515799692536241,0.734646862091676,0.5537554735913529,0.08371789278994288,0.15212201532432862,0.011579508028727285,0.7493751461550896,0.010557157063608984
