,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2985.0,0.0,3813.3913744127394,0.0,4.0,0.0
0.005,2985.0,0.0,3813.4249245640067,0.5686567315403149,4.05,0.22072142786315221
0.01,2985.0,0.0,3813.2563636502555,0.9823802645239367,4.025,0.1581138830084189
0.015,2985.0,0.0,3813.724493950077,1.1924357340584528,4.075,0.26674678283691844
0.02,2985.0,0.0,3811.4802989034715,8.601365291585402,4.075,0.5256253906367646
0.025,2985.0,0.0,3813.642036082175,1.7575569630479595,4.15,0.3616202853397893
0.03,2985.0,0.0,3814.0761419582354,1.628835789172941,4.05,0.3162277660168379
0.035,2985.0,0.0,3812.5666358336175,2.5626195090794077,4.225,0.47971679679599016
0.04,2985.0,0.0,3813.7458036607773,2.4481443614987457,4.2,0.5163977794943224
0.045,2985.0,0.0,3813.7434405332665,4.195644161174182,4.075,0.5256253906367646
0.05,2985.0,0.0,3813.6929726534277,3.1683362036666254,4.075,0.5723321610429583
0.055,2985.0,0.0,3812.338070822641,3.7950409666906824,4.25,0.5883484054145521
0.06,2985.0,0.0,3814.0764530372535,3.635146518271695,4.1,0.5453768398418632
0.065,2985.0,0.0,3814.2194527018537,4.775517112873916,4.125,0.515776735638242
0.07,2985.0,0.0,3814.535089022452,5.791654401266501,3.975,0.576794857546691
0.075,2985.0,0.0,3813.423431153351,5.938750427716819,4.075,0.6558416006386033
0.08,2985.0,0.0,3814.001150329673,4.887317109404192,3.825,0.7472170590486633
0.085,2985.0,0.0,3814.3552027746205,6.0180751730193895,4.15,0.6998168258505866
0.09,2985.0,0.0,3813.678036484221,6.390037185962241,3.95,0.7493587001820033
0.095,2985.0,0.0,3813.2073541230593,5.869041828103062,3.975,0.7333624702836331
0.1,2985.0,0.0,3814.793548552866,6.874079939417509,3.9,0.6717752982077053
