,count,count,size,size
,mean,std,mean,std
0.0,2615.0,0.0,1593.3906466743745,1.1513513607993293e-12
0.005,2614.4,6.003417829955337,1593.045374002994,6.505106746218901
0.01,2617.65,15.75216712807381,1595.5247719343588,17.765774589096736
0.015,2616.25,14.93704738612637,1594.6850133089445,15.271252377716523
0.02,2619.025,26.294668953698878,1595.93790964367,27.262441670835624
0.025,2613.175,26.14053488554823,1591.4769995880881,28.496973759601804
0.03,2633.275,25.814910718122103,1610.6148747822178,26.506629371858764
0.035,2640.5,30.3771168936295,1617.6185207696385,31.278694894563273
0.04,2627.875,40.81866560212939,1603.7827693259592,41.87589792204302
0.045,2646.4,35.18362089790048,1623.4840220450671,38.934115945951184
0.05,2650.1,35.825646164122745,1627.7761083867304,38.29982077716979
0.055,2639.625,43.698082748530695,1616.8487820758492,47.61358508077141
0.06,2649.875,40.03279905277671,1629.2246174102015,42.749735135921576
0.065,2664.55,42.657821599206684,1643.8443552085791,44.41639492169707
0.07,2675.725,44.22900052204986,1655.2935186967159,46.30522853044812
0.075,2663.35,43.08462156483001,1642.7376426167525,46.64940070844585
0.08,2666.15,41.7885703917305,1643.9984108481294,45.11232551287105
0.085,2677.75,59.08305757412773,1657.6538196879828,63.57136408337038
0.09,2670.15,51.291799714464275,1648.0850566453978,56.02586072918495
0.095,2683.675,56.49524032595294,1664.4121956255397,64.19236841164819
0.1,2662.25,58.06395677977068,1643.0779039994225,60.895549977762464
