,count,count,size,size
,mean,std,mean,std
0.0,3426.0,0.0,3476.9562398294265,1.3816216329591951e-12
0.005,3426.0,0.0,3476.9250373585846,0.30249182979256267
0.01,3426.0,0.0,3477.232939186976,0.5500076228360575
0.015,3426.0,0.0,3477.0230010735054,0.8344534750863957
0.02,3426.0,0.0,3476.8995205044384,1.280319739509645
0.025,3426.0,0.0,3477.300257245309,1.6693018833922493
0.03,3426.0,0.0,3477.176381541386,1.8690818384454244
0.035,3426.0,0.0,3476.7388097942435,2.004140559402867
0.04,3426.0,0.0,3476.3643576687055,2.2269129126383933
0.045,3426.0,0.0,3477.090533215499,3.168524430806892
0.05,3426.0,0.0,3477.5227592323777,3.0529721697522856
0.055,3426.0,0.0,3477.070887529597,2.758248156061474
0.06,3426.0,0.0,3477.8993221925657,3.9084709217447986
0.065,3426.0,0.0,3476.9939727356505,2.8756439249778705
0.07,3426.0,0.0,3477.689039861513,3.711557709059323
0.075,3426.0,0.0,3476.302818279802,3.5002267089863324
0.08,3426.0,0.0,3476.0902300379457,4.623825132796034
0.085,3426.0,0.0,3476.4036255284796,3.9814233859935824
0.09,3426.0,0.0,3475.631195049569,5.275571186118084
0.095,3426.0,0.0,3476.310416695493,4.972911129661593
0.1,3426.0,0.0,3476.1256114157454,5.222710827230966
