,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2985.0,0.0,2726.3474851274964,9.210810886394635e-13,4.0,0.0
0.005,2985.0,0.0,2727.9639265637393,1.9361890347482549,4.05,0.22072142786315221
0.01,2985.0,0.0,2727.8166008731546,2.168298930961458,4.025,0.1581138830084189
0.015,2985.0,0.0,2728.1871794789745,2.7949205146789944,4.075,0.26674678283691844
0.02,2985.0,0.0,2728.6174253394483,3.3945758265069914,4.075,0.5256253906367646
0.025,2985.0,0.0,2728.171271213373,3.1232420570659065,4.15,0.3616202853397893
0.03,2985.0,0.0,2729.199896101972,3.1579163186779975,4.05,0.3162277660168379
0.035,2985.0,0.0,2728.8455088977926,3.8521047838765385,4.225,0.47971679679599016
0.04,2985.0,0.0,2729.281714194913,3.451985005929819,4.2,0.5163977794943224
0.045,2985.0,0.0,2729.4737241821576,4.101495118180634,4.075,0.5256253906367646
0.05,2985.0,0.0,2728.6403445630262,5.032484326994058,4.075,0.5723321610429583
0.055,2985.0,0.0,2727.079947155188,4.588570757203519,4.25,0.5883484054145521
0.06,2985.0,0.0,2729.9476606176427,3.8608322208741543,4.1,0.5453768398418632
0.065,2985.0,0.0,2730.698143209135,5.0176469796283545,4.125,0.515776735638242
0.07,2985.0,0.0,2731.2438581920337,5.861522807846123,3.975,0.576794857546691
0.075,2985.0,0.0,2728.851516394786,6.000793736680135,4.075,0.6558416006386033
0.08,2985.0,0.0,2729.2336235318207,5.292288142493571,3.825,0.7472170590486633
0.085,2985.0,0.0,2730.1537517328884,5.356111263244399,4.15,0.6998168258505866
0.09,2985.0,0.0,2728.749026956854,7.182234051185716,3.95,0.7493587001820033
0.095,2985.0,0.0,2728.7280278252606,5.366165361498164,3.975,0.7333624702836331
0.1,2985.0,0.0,2728.847260891547,7.395365252261872,3.9,0.6717752982077053
