,count,count,size,size
,mean,std,mean,std
0.0,2468.0,0.0,1215.2813729671057,4.605405443197317e-13
0.005,2468.15,2.655907783385213,1215.4053034546796,2.6021335074957777
0.01,2467.825,3.6436632735863568,1215.3228215255995,3.474819403999043
0.015,2465.0,4.695879262851852,1212.4231048931913,4.723954806213527
0.02,2467.175,4.8192323040085965,1214.427007527486,4.81462959936417
0.025,2464.7,6.965850768073986,1212.1682259688553,7.1481205306683355
0.03,2465.325,5.872087384943303,1213.1091495621981,6.186256891540132
0.035,2463.55,5.759941239016515,1211.5234674452113,5.878713091196712
0.04,2464.1,7.174742021628588,1211.3397957309423,6.793580518130607
0.045,2463.425,7.762128640111617,1211.6143629891108,8.015577046015185
0.05,2464.65,7.879053698223359,1212.359139128207,7.726900126136709
0.055,2463.25,8.29194851988423,1211.325585725243,8.669775403570721
0.06,2461.85,7.797271054505923,1210.7833459155531,7.828416374908227
0.065,2467.575,9.615392307689227,1215.8140145605544,9.452974689109796
0.07,2464.925,9.565931804171052,1214.2962848758675,8.889725057440792
0.075,2463.9,10.265201360633844,1212.515468975756,10.608572481502057
0.08,2463.2,8.327279852604317,1211.9510582780931,8.27209578854866
0.085,2464.925,12.494896394025673,1213.819437359663,11.609717253694166
0.09,2467.475,10.621669915548676,1216.2503236138414,10.67478936231903
0.095,2463.25,9.631012940309564,1212.728668690865,9.479682219451202
0.1,2465.7,10.544654740186783,1214.6461416542477,10.771220348116314
