,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2987.85,4.446548647186363,5013.6137082615705,24.125625960638498,1.0,0.0
0.005,2987.9,3.58629871337267,5006.4877917479025,23.786887099105797,1.1,0.30382181012510007
0.01,2988.475,5.926851111894415,5010.597219537983,23.126993856694966,1.05,0.22072142786315227
0.015,2987.875,6.6378383104665515,5012.456262749367,23.356410302975668,1.05,0.2207214278631522
0.02,2985.5,9.984603532054125,5012.106334426108,24.206647691461196,1.025,0.15811388300841894
0.025,2987.825,6.155620737721476,5011.3105147035,23.519130485047906,1.075,0.26674678283691866
0.03,2985.8,9.86368631355984,5015.7448526265525,25.06820151673796,1.125,0.40430377003131995
0.035,2987.725,4.332273045825915,5021.761661409044,27.552721163602406,1.0,0.0
0.04,2986.425,9.331192520045535,5018.527281629807,22.405576849104733,1.075,0.26674678283691866
0.045,2985.875,18.911653577242816,5007.863133564538,43.586505724483274,1.05,0.2207214278631523
0.05,2983.325,13.998878160180904,5012.009950743401,24.524450947776064,1.1,0.30382181012510007
0.055,2987.525,6.226442784093473,5023.4691729323795,22.661407699182686,1.05,0.22072142786315224
0.06,2986.6,7.905856316842854,5023.39458862841,20.373281152969806,1.075,0.26674678283691855
0.065,2986.575,8.329396505980856,5018.428010570139,24.59686522142779,1.05,0.22072142786315233
0.07,2984.625,8.98342490795816,5024.372312174712,26.719518339403688,1.05,0.22072142786315227
0.075,2985.875,7.958828350828325,5021.447260281535,21.815578641929505,1.0,0.0
0.08,2980.225,39.16990439427202,5006.812885437275,91.09058997717797,1.075,0.2667467828369185
0.085,2985.7,8.27786668913416,5031.817868131735,23.08895785651757,1.025,0.15811388300841897
0.09,2983.425,11.146777158696631,5031.785896353121,27.947716331446905,1.1,0.3038218101251002
0.095,2986.0,9.572931925017834,5023.847814586856,28.02846348881665,1.025,0.15811388300841897
0.1,2983.075,11.032324301215015,5033.39899757813,23.035327668007785,1.025,0.15811388300841894
