,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2951.775,16.85722473128438,5010.500194950125,9.210810886394635e-13,1.0,0.0
0.005,2954.625,11.983829917316896,5010.524620678605,0.40722475830371874,1.0,0.0
0.01,2950.4,12.53927164285603,5010.486664590795,0.8204438494502905,1.0,0.0
0.015,2949.15,15.879433562202722,5010.977621002031,0.9610176017227515,1.0,0.0
0.02,2953.825,17.106210448180388,5011.205286437621,1.3515826937626279,1.0,0.0
0.025,2953.1375,14.6168972732737,5011.825906998443,1.6985140471922797,1.0,0.0
0.03,2949.6375,15.672934166409794,5012.363108842286,2.1140887579883247,1.0,0.0
0.035,2956.35,14.999230749505887,5013.613047083617,1.9975993678345232,1.0,0.0
0.04,2953.2625,14.356267058192866,5013.669225008867,2.7492128958737974,1.0,0.0
0.045,2954.325,16.371312464029018,5014.963501510583,2.9831214328191296,1.0,0.0
0.05,2951.7,14.353057388941787,5016.6361690451395,3.8137748729287,1.0,0.0
0.055,2956.825,15.844820394480125,5017.790708467372,3.844045348849945,1.0,0.0
0.06,2957.3625,13.45028238193705,5019.270099597502,3.936225098596173,1.0,0.0
0.065,2955.75,14.940480203726677,5019.574778250406,4.463381652359287,1.0,0.0
0.07,2957.475,15.471624150235613,5021.14384205697,5.136667516929329,1.0,0.0
0.075,2956.9625,13.568150630740421,5024.05876817602,4.797941375256761,1.0,0.0
0.08,2954.4125,16.488102742622697,5022.114924855179,6.274396051461665,1.0,0.0
0.085,2956.575,15.161756037934595,5027.718822914491,4.347475485425171,1.0,0.0
0.09,2952.0625,14.212754970312893,5029.16806751285,7.043371560125448,1.0,0.0
0.095,2956.1,18.191714090169224,5031.2244148392065,7.228937127077322,1.0,0.0
0.1,2955.7125,14.258550066539025,5035.8452376314035,8.162488345812235,1.0,0.0
