,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2989.0,0.0,2313.9957493284273,15.749478660230793,4.13125,1.0606412852126
0.005,2989.0,0.0,2317.9283022685036,16.69417995516609,4.0625,0.8525038536644984
0.01,2989.0,0.0,2315.134242203211,18.59204179958252,4.0,0.8641729409064322
0.015,2989.0,0.0,2318.7298295887276,16.998704667026768,4.05625,0.6614075414579396
0.02,2989.0,0.0,2309.624628560939,17.9294116562912,4.3625,0.9092649891603771
0.025,2989.0,0.0,2314.6359143118743,14.586718766050515,4.00625,0.7036705504635984
0.03,2989.0,0.0,2317.9361237091935,16.630924981204124,4.20625,0.8786781666303201
0.035,2989.0,0.0,2315.3208154252593,18.228016864926033,4.23125,0.8976241789672705
0.04,2989.0,0.0,2320.691317378445,17.92388168034071,4.075,0.8030390992173388
0.045,2989.0,0.0,2319.5436239273754,18.2829473386636,4.0625,1.0075834253174072
0.05,2989.0,0.0,2319.791347539983,20.13454647620515,4.04375,0.9266141494987448
0.055,2989.0,0.0,2315.484604848203,16.1645845968095,4.425,0.8552252664709202
0.06,2989.0,0.0,2317.149602162072,18.6945304303059,3.975,0.8374258482289948
0.065,2989.0,0.0,2322.712840394593,16.54364348395152,4.26875,0.7518939760910784
0.07,2989.0,0.0,2323.1433091689155,16.985466696603822,3.9625,0.8388598795006813
0.075,2989.0,0.0,2322.7274539465748,18.206425142228348,4.3125,1.0752906583803283
0.08,2989.0,0.0,2321.996607050273,18.674122423451575,4.10625,1.0014212656430117
0.085,2989.0,0.0,2324.970961748598,13.88538612493448,4.225,0.8431473393763605
0.09,2989.0,0.0,2326.153928812188,13.957892743449994,3.95,0.786912173772124
0.095,2989.0,0.0,2327.2668853705522,18.57362657715506,3.7875,0.7896566926884696
0.1,2989.0,0.0,2323.187364136318,16.13541589418979,4.33125,0.7645752549702486
