,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,4981.0,0.0,5010.500194950125,9.210810886394635e-13,1.0,0.0
0.005,4981.0,0.0,5010.524620678605,0.40722475830371874,1.0,0.0
0.01,4981.0,0.0,5010.486664590795,0.8204438494502905,1.0,0.0
0.015,4981.0,0.0,5010.977621002031,0.9610176017227515,1.0,0.0
0.02,4981.0,0.0,5011.205286437621,1.3515826937625925,1.0,0.0
0.025,4981.0,0.0,5011.825906998443,1.6985140471922797,1.0,0.0
0.03,4981.0,0.0,5012.363108842286,2.1140887579883247,1.0,0.0
0.035,4981.0,0.0,5013.613047083617,1.9975993678345232,1.0,0.0
0.04,4981.0,0.0,5013.669225008867,2.7492128958737974,1.0,0.0
0.045,4981.0,0.0,5014.963501510583,2.9831214328191296,1.0,0.0
0.05,4981.0,0.0,5016.6361690451395,3.813774872928669,1.0,0.0
0.055,4981.0,0.0,5017.790708467372,3.8440453488499147,1.0,0.0
0.06,4981.0,0.0,5019.270099597502,3.9362250985961635,1.0,0.0
0.065,4981.0,0.0,5019.574778250406,4.463381652359287,1.0,0.0
0.07,4981.0,0.0,5021.14384205697,5.136667516929333,1.0,0.0
0.075,4981.0,0.0,5024.05876817602,4.7979413752567615,1.0,0.0
0.08,4981.0,0.0,5022.114924855179,6.274396051461684,1.0,0.0
0.085,4981.0,0.0,5027.718822914491,4.347475485425168,1.0,0.0
0.09,4981.0,0.0,5029.16806751285,7.043371560125448,1.0,0.0
0.095,4981.0,0.0,5031.2244148392065,7.228937127077322,1.0,0.0
0.1,4981.0,0.0,5035.8452376314035,8.162488345812235,1.0,0.0
