,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2265.0,0.0,710.7242580489007,2.3328046883879187e-13,1.0,0.0
0.005,2265.75,3.338373382667862,711.2622381481717,2.1740851654971483,1.0,0.0
0.01,2266.5,7.890700722669492,712.3527957635986,4.460620156332442,1.0,0.0
0.015,2256.55,11.922888205376026,705.7969776794437,7.246418612481392,1.0,0.0
0.02,2260.95,9.30463947659842,709.7255528016781,6.233034265435785,1.0,0.0
0.025,2260.05,14.677139402916074,708.585907203078,10.54885426167633,1.0,0.0
0.03,2255.75,15.528835656355735,706.5650503824011,10.010353842443642,1.0,0.0
0.035,2263.6,17.694483231846732,713.2990305026306,10.86513088804929,1.0,0.0
0.04,2265.05,22.756086519527265,713.8915779812376,14.083714465948958,1.0,0.0
0.045,2273.6,21.064812265706845,718.873348860339,15.402674686888435,1.0,0.0
0.05,2273.35,28.137397852231054,720.0488279991627,20.371045911708897,1.0,0.0
0.055,2269.95,19.882483695321785,721.2502597310115,12.908390135713887,1.0,0.0
0.06,2269.25,32.48137117924997,720.3925575260491,19.803476059147627,1.0,0.0
0.065,2282.4,38.58742636771997,731.2557181293721,25.11304572722633,1.0,0.0
0.07,2274.5,26.526054718848947,729.1384574354876,18.006100554910127,1.0,0.0
0.075,2273.55,26.274812834227458,725.8483623291986,20.592088802829156,1.0,0.0
0.08,2277.7,30.300425565884122,730.0208784532407,19.40233265938133,1.0,0.0
0.085,2298.35,33.14128447785489,747.5496665551849,24.63957303830901,1.0,0.0
0.09,2299.55,29.04529131147458,748.053533440225,20.49458030248175,1.0,0.0
0.095,2294.5,24.760962484481386,744.7290433890221,18.633340975745266,1.0,0.0
0.1,2296.5,27.219381639598378,747.5416604239203,21.683374176316544,1.0,0.0
