,count,count,size,size
,mean,std,mean,std
0.0,4983.0,0.0,4912.234121673725,4.605405443197317e-12
0.005,4983.0,0.0,4912.374251025116,0.32761796849156855
0.01,4983.0,0.0,4912.604779151567,0.6855970956117063
0.015,4983.0,0.0,4912.868277488786,1.1292565146103024
0.02,4983.0,0.0,4913.4122696646755,1.5599242779699622
0.025,4983.0,0.0,4913.885669241386,1.6744592898211494
0.03,4983.0,0.0,4913.994255084922,2.0311182000217154
0.035,4983.0,0.0,4915.221942647937,2.640222425035229
0.04,4983.0,0.0,4916.513122272059,2.989600577680591
0.045,4983.0,0.0,4917.3462676274385,3.3400027343545466
0.05,4983.0,0.0,4918.556575960118,2.7445423444023094
0.055,4983.0,0.0,4920.352267641234,4.8171657042225435
0.06,4983.0,0.0,4921.716855420639,4.18090015886192
0.065,4983.0,0.0,4922.353221452233,3.870446317514015
0.07,4983.0,0.0,4924.321466925822,5.358835173786061
0.075,4983.0,0.0,4926.973878325788,5.150995379956794
0.08,4983.0,0.0,4927.767692411804,5.469662587927119
0.085,4983.0,0.0,4929.713772009571,6.1803246811805845
0.09,4983.0,0.0,4933.016486175832,5.27753574528135
0.095,4983.0,0.0,4933.285615978466,6.541050773524532
0.1,4983.0,0.0,4936.6321743925855,6.229986215559617
