,count,count,size,size
,mean,std,mean,std
0.0,2990.0,0.0,1763.937308597527,20.472435943811785
0.005,2990.0,0.0,1760.9306964594114,24.5384508318817
0.01,2990.0,0.0,1759.3532307443827,23.315306546999114
0.015,2990.0,0.0,1761.092351119059,25.165903589806128
0.02,2990.0,0.0,1761.412691884952,23.413019775420185
0.025,2990.0,0.0,1759.854209144005,23.590061298426924
0.03,2990.0,0.0,1760.1243962201363,24.3528480889623
0.035,2990.0,0.0,1763.7513962099206,24.606588344408298
0.04,2990.0,0.0,1762.3554442312459,19.667004629895896
0.045,2990.0,0.0,1761.1819614208275,26.73038720394227
0.05,2990.0,0.0,1761.2971465659223,20.233708226234796
0.055,2990.0,0.0,1768.6843113401762,24.628816335389384
0.06,2990.0,0.0,1761.5729953146194,25.17056254785527
0.065,2990.0,0.0,1767.0056772933924,21.62125116672778
0.07,2990.0,0.0,1767.2361828896042,22.5603049862002
0.075,2990.0,0.0,1768.708170983701,24.779955329737433
0.08,2990.0,0.0,1772.3729800386166,24.72279247185167
0.085,2990.0,0.0,1768.9530353087212,24.174394453700508
0.09,2990.0,0.0,1768.4621894079987,27.73426126673602
0.095,2990.0,0.0,1772.839429360233,26.211752166701004
0.1,2990.0,0.0,1770.0774938418333,24.992538918655157
