,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2488.0,0.0,1217.3876639808407,1.1513513607993293e-12,7.0,0.0
0.005,2488.0,0.0,1217.3538702755138,0.21667153384488566,7.0,0.0
0.01,2488.0,0.0,1217.4081123035478,0.4862794205390549,7.0,0.0
0.015,2488.0,0.0,1217.5008117308116,0.7719085213648711,6.95,0.22072142786315216
0.02,2488.0,0.0,1217.385251979982,0.7599621849080882,6.925,0.26674678283691866
0.025,2488.0,0.0,1217.824203600021,1.37439837474467,6.9,0.37893237337253666
0.03,2488.0,0.0,1217.8186004608688,1.2373967633731575,6.8,0.5163977794943223
0.035,2488.0,0.0,1218.1284781982952,1.8632447002334225,6.85,0.5334935656738372
0.04,2488.0,0.0,1218.1192112076324,1.8409765528686548,6.925,0.7298577311314222
0.045,2488.0,0.0,1217.8444157929741,1.8271574082562352,6.9,0.5905234531480935
0.05,2488.0,0.0,1217.8360704437898,2.459262615077842,6.825,0.8129559864454138
0.055,2488.0,0.0,1217.4554805730695,2.6949070711309266,6.95,0.7828285334736547
0.06,2488.0,0.0,1218.3814117052873,2.5611708960992594,7.0,0.8770580193070292
0.065,2488.0,0.0,1217.288463580187,2.966471053711884,7.0,0.9336995618478525
0.07,2488.0,0.0,1216.9380112826434,3.1510522302229873,6.9,0.7778998683173854
0.075,2488.0,0.0,1219.0940486302945,3.8784975968633963,7.125,1.3433120186640106
0.08,2488.0,0.0,1217.802690531409,4.470816189786639,6.8,1.2236976331741014
0.085,2488.0,0.0,1219.1859395991537,3.832079256950684,6.775,1.2707256154432354
0.09,2488.0,0.0,1218.3278311076378,4.05384040098588,6.675,0.944281031614353
0.095,2488.0,0.0,1218.8480192449065,3.9992691195721926,7.1,1.4987174003640067
0.1,2488.0,0.0,1219.5395555528744,4.339481120550211,7.1,1.1940021045379385
