,count,count,size,size
,mean,std,mean,std
0.0,2986.0,0.0,2332.2437588272646,11.571928012744475
0.005,2986.0,0.0,2331.4800617115884,13.815174133846277
0.01,2986.0,0.0,2331.5534521418604,13.84145415612946
0.015,2986.0,0.0,2331.5210797735103,14.66485889556092
0.02,2986.0,0.0,2333.2141130914997,16.831864084373084
0.025,2986.0,0.0,2331.283634143626,16.005027903750197
0.03,2986.0,0.0,2331.966690575938,14.484756528126615
0.035,2986.0,0.0,2327.151770793119,15.117252701529175
0.04,2986.0,0.0,2333.8546459097006,14.23731080769075
0.045,2986.0,0.0,2329.0125328220493,15.991314530332767
0.05,2986.0,0.0,2332.130875396834,16.899526778612078
0.055,2986.0,0.0,2330.8639604887876,12.711310421019947
0.06,2986.0,0.0,2332.388056694406,15.953868316147148
0.065,2986.0,0.0,2333.2651534551633,14.049668736913297
0.07,2986.0,0.0,2329.7988359710375,16.818870598348024
0.075,2986.0,0.0,2330.133534320607,17.624945969356965
0.08,2986.0,0.0,2326.7705322219126,15.03448654340843
0.085,2986.0,0.0,2334.281411079629,14.815917828222549
0.09,2986.0,0.0,2330.854452392086,16.44812232921292
0.095,2986.0,0.0,2330.6499106697765,18.427558221531758
0.1,2986.0,0.0,2329.2998226586014,16.065358875799905
