,count,count,size,size
,mean,std,mean,std
0.0,3585.0,0.0,3533.493347857472,1.3816216329591951e-12
0.005,3585.0,0.0,3533.5399906586767,0.29229601717032244
0.01,3585.0,0.0,3533.3209698823616,0.6584751995650046
0.015,3585.0,0.0,3533.3483113569164,0.8449437040919922
0.02,3585.0,0.0,3533.3807211234734,1.222934295249722
0.025,3585.0,0.0,3533.194593753672,1.4353393481191363
0.03,3585.0,0.0,3533.2243822842756,2.1399969321309
0.035,3585.0,0.0,3533.680181057424,1.8370889728280655
0.04,3585.0,0.0,3533.1213069557257,2.429848923828999
0.045,3585.0,0.0,3533.334192968027,2.6710870453053324
0.05,3585.0,0.0,3533.5943204729447,3.0410761268449944
0.055,3585.0,0.0,3532.0804359900967,3.6540046745801655
0.06,3585.0,0.0,3533.5177973688797,2.70845220320715
0.065,3585.0,0.0,3533.1454662515266,3.6625475862138703
0.07,3585.0,0.0,3533.239196177367,3.788424199302713
0.075,3585.0,0.0,3533.206368114319,5.136164749913759
0.08,3585.0,0.0,3530.950089329415,4.328845093217071
0.085,3585.0,0.0,3532.992430639594,5.615119137035125
0.09,3585.0,0.0,3533.7937630495776,6.495450455638162
0.095,3585.0,0.0,3532.800475892536,4.607393599671763
0.1,3585.0,0.0,3532.4026290727043,6.659469549853999
