,count,count,size,size
,mean,std,mean,std
0.0,4977.0,0.0,4911.157386223686,2.7632432659183902e-12
0.005,4977.0,0.0,4911.219096365761,0.3556884866315906
0.01,4977.0,0.0,4911.013441180249,0.7090000949739641
0.015,4977.0,0.0,4911.033229941153,0.9732248446898046
0.02,4977.0,0.0,4911.0965509766265,1.4277330449599874
0.025,4977.0,0.0,4910.850577118488,1.7759267694081655
0.03,4977.0,0.0,4910.842176197149,2.1249333659927183
0.035,4977.0,0.0,4911.5481233104165,2.305519046155202
0.04,4977.0,0.0,4911.011575069953,2.688771553500987
0.045,4977.0,0.0,4911.000079662024,3.2639424637829015
0.05,4977.0,0.0,4911.9761144163085,3.5344288164570807
0.055,4977.0,0.0,4909.467516854483,4.174937215201352
0.06,4977.0,0.0,4911.57457758214,3.4467729499301027
0.065,4977.0,0.0,4911.34096390048,4.333853983365948
0.07,4977.0,0.0,4911.361658149457,4.507841981019526
0.075,4977.0,0.0,4911.319718027133,5.404333891242081
0.08,4977.0,0.0,4908.51557590837,4.64363554486958
0.085,4977.0,0.0,4910.495604722895,6.641312077846947
0.09,4977.0,0.0,4911.223182773098,6.920113067357581
0.095,4977.0,0.0,4910.594188699777,6.0318190886372145
0.1,4977.0,0.0,4910.471155032738,7.429946500812503
