count,count,size,size,components,components
mean,std,mean,std,mean,std
3249.0,0.0,3750.6677173631842,0.0,1.0,0.0
3249.4,1.4298407059684812,3750.7914937834876,1.5462765357241217,1.0,0.0
3253.3,2.213594362117866,3756.9717846808066,4.147668266160721,1.0,0.0
3256.2,3.583914681524163,3759.6043640865355,3.030416034190093,1.0,0.0
3259.9,3.5103022978402048,3765.0295520866007,3.2855791557422456,1.0,0.0
3262.8,4.391911757866827,3767.915380972012,6.9552747257410195,1.0,0.0
3266.1,4.817791102892602,3773.1913500074247,9.734076774156868,1.0,0.0
3268.8,4.638007234913623,3777.4735325676897,8.522287443679051,1.0,0.0
3272.3,4.47337804249888,3780.6467989372672,8.238408040636886,1.0,0.0
3274.7,4.762119042797837,3783.6148464522184,9.007307535140686,1.0,0.0
3277.4,4.926120853842978,3787.6866436976516,10.670375927020466,1.0,0.0
3281.5,4.196559437338057,3792.2734056567024,9.399667141159462,1.0,0.0
3283.4,4.765617600176404,3792.9741032561697,9.317260261531546,1.0,0.0
3286.1,5.8013408411810765,3795.3420596012606,11.026046599281296,1.0,0.0
3288.5,6.416125518306719,3800.066983519356,11.878406187726778,1.0,0.0
3292.0,7.302967433402215,3804.775355462647,13.49624915172572,1.0,0.0
3295.2,6.89283041363351,3810.8736079734713,13.57905149404719,1.0,0.0
3298.1,6.573515886579352,3813.181797360007,14.20069875075522,1.0,0.0
3301.3,5.9076221950967716,3817.4659725463985,14.203419745031168,1.0,0.0
3303.8,5.7310072800899885,3821.4833812052348,12.940181611981323,1.0,0.0
3307.7,6.000925854492047,3824.4864050362157,12.012790190148955,1.0,0.0
3310.6,6.363087999461338,3830.334105320794,12.474440359431487,1.0,0.0
3312.8,7.192588778272627,3833.159425428627,13.494115075042233,1.0,0.0
3315.4,6.899275324264136,3836.0887268943625,14.246641294593168,1.0,0.0
3318.7,6.61731734835869,3839.9008389338305,15.886351616014759,1.0,0.0
3321.3,7.424434134816082,3843.6615108996643,16.261275983635034,1.0,0.0
3323.9,7.2180329730474355,3847.5684896742873,16.67268734310965,1.0,0.0
3325.8,6.988880056521533,3852.0722769085987,17.633281833962673,1.0,0.0
3327.8,6.629898608240969,3852.8332003068244,16.203254927716323,1.0,0.0
3330.2,7.728734264634368,3854.7992566799257,18.27708670175551,1.0,0.0
3333.1,8.1574778237176,3858.5522404581084,19.451722360479874,1.0,0.0
3336.1,8.5693251387337,3860.1743778093323,18.688869096354296,1.0,0.0
3339.0,8.096638534327413,3862.5014051660605,19.209489485926774,1.0,0.0
3342.1,8.252272414311104,3864.5032859081716,19.889548339394125,1.0,0.0
3344.8,8.727988186161676,3867.02866474483,20.831043628460044,1.0,0.0
3348.5,9.107384061542835,3872.037113597237,20.833537964747848,1.0,0.0
3351.8,9.126274644612055,3875.095531183627,22.68361355261312,1.0,0.0
3354.3,10.198583779677996,3877.3005556544113,22.940828147308558,1.0,0.0
3358.3,10.033831659828552,3882.521404825293,21.827996303566945,1.0,0.0
3361.1,10.22469776787776,3886.3435582843294,21.081328918042765,1.0,0.0
3363.4,10.145606602531627,3888.042073861242,21.24829866592446,1.0,0.0
3365.9,8.17108723895827,3889.993627160544,20.105736806583675,1.0,0.0
3368.3,9.405081368896047,3891.131591009604,21.225865107239155,1.0,0.0
3371.1,9.585289655392673,3893.4460215984627,21.699632655098807,1.0,0.0
3374.2,9.624043964063247,3895.422288677015,20.831280526972606,1.0,0.0
3377.2,10.3150375665821,3897.7153520316015,21.501239945723363,1.0,0.0
3379.5,9.571369343574153,3898.990044380287,20.749244308826675,1.0,0.0
3381.8,10.271860158272752,3899.5998612310623,20.147762736813117,1.0,0.0
3384.3,10.924488292109816,3902.524901130372,20.512595175907826,1.0,0.0
3387.5,11.217545780309226,3905.949506725762,21.511234218881434,1.0,0.0
3390.3,11.411982007229652,3907.7790768946093,20.818916644816625,1.0,0.0
