,lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
,mean,std,mean,std,mean,std,mean,std
0.0,11.306634443726535,1.9817578389025998,0.17630625893522864,0.03127898627856875,0.006389743126398334,0.0026980703189395153,0.03922834468629468,0.0026992656696611383
0.005,11.561933427662312,1.6103497856589117,0.17808443772103943,0.030617463342938814,0.006782949767516656,0.002663068800542472,0.039962480104588756,0.004243246334160067
0.01,11.527960786224016,2.048544552753845,0.17632250586956189,0.028336585736086176,0.0070408155097521075,0.002825910905361142,0.038546979583531135,0.0014549200659544352
0.015,11.670606677304093,1.7862692116748649,0.20409212142620828,0.041992970098323895,0.008683865916625164,0.004031458880446633,0.03995072166514628,0.004219360499279848
0.02,11.219191656388137,1.7850534753130487,0.1817835867972844,0.038760378035306575,0.006977438216570514,0.0026436231946607583,0.039224512054410146,0.0022063340539420326
0.025,10.618499276760032,1.3139620255758289,0.17965578587873288,0.033520543169174744,0.006934791630761494,0.0028717165773023425,0.04067200744826906,0.003979335732228782
0.03,11.523556394218712,1.9212659841956663,0.17839914166180243,0.04112361409106168,0.007314150320191589,0.0032780213946829763,0.038928016822122005,0.0027317206338770914
0.035,12.17580541957486,1.6323778728951606,0.20188597548251286,0.0589297129902062,0.009116554429426651,0.005152011395265405,0.03899119082881068,0.0025267666613424905
0.04,11.19069795684402,1.4890312621741306,0.17412273713681425,0.0354243540773664,0.007359209053674681,0.0028395778985864438,0.04196581022046781,0.00781895323856736
0.045,12.228881997153477,1.9794384691593636,0.17011726602973853,0.03608897042351019,0.0059241452480454215,0.0027513765773155043,0.039160498475286395,0.0024357065511340812
0.05,11.256798499845354,2.09988528126492,0.1748466725010192,0.03573279474498689,0.007176247564993345,0.0029675495435314402,0.03996793237171291,0.002059147361980967
0.055,11.82505251854982,1.8869863760543424,0.16913649699865835,0.0324048079958127,0.006736884771527364,0.002657725378933512,0.038449883503776684,0.00262282324274841
0.06,11.615583798119488,1.7613804697468913,0.1878050633295661,0.03338671801452513,0.007868843778439976,0.002837611411886891,0.039418459972953845,0.002761468363767818
0.065,11.715433709364083,2.3777038788564355,0.19538648932298613,0.044535838912662974,0.00854439391807182,0.0033719414581299136,0.04079455040251069,0.0026549290606873734
0.07,12.422922861903992,1.5597386082387525,0.1816796631082045,0.04547014208796173,0.007049917880750237,0.0029791302791084247,0.03933618811608084,0.0034276184794877684
0.075,12.056532184925826,2.0765432247496842,0.18046452037857905,0.04189815930458684,0.007367944817374494,0.0034124210454466904,0.03904450392919358,0.003080362737841165
0.08,11.695059089669627,1.9709416099635535,0.19057770072539373,0.03253243180903896,0.0075227210147593895,0.002020629963107724,0.03923104552343029,0.0028487335556932536
0.085,12.04041190231409,1.5819375175886188,0.18554815334124092,0.03924545886981106,0.007683017077673706,0.002988385595116937,0.04025265219900561,0.004056745756517079
0.09,11.495175385889471,1.5599370347992398,0.19167981882581525,0.04622956195153986,0.007891683340804118,0.0031020015885745867,0.038298139613037414,0.0019534458099757417
0.095,12.380093935283597,1.9725343378520104,0.18163961093436637,0.04593343347713569,0.006711399296632096,0.0038132826910789197,0.0387429989414977,0.0024022062733375267
0.1,11.719648653650726,2.136887495216622,0.19988641163140639,0.040006615620636926,0.008244495831358167,0.003225418698032825,0.0394623974430605,0.003550975724258383
