,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2694.7125,18.069980595394913,5018.973918560883,4.474596381311114e-12,8.7875,2.1599130443085803
0.005,2691.3875,17.612090653283822,5018.981365629822,0.3244811261758649,8.6125,1.707778208742696
0.01,2692.6625,16.76090823528948,5018.8690746824195,0.7133467379590368,8.225,1.363207003111902
0.015,2690.7125,17.551348658823617,5018.594496897522,1.0769348848282156,8.9875,2.1794127061182658
0.02,2690.8,14.062497863247701,5018.724649093274,1.5734129249947808,9.0375,1.6770987616745343
0.025,2689.2,16.02634049755557,5018.788224527025,1.7126212817385025,8.3125,1.8800146616995115
0.03,2688.8375,18.221003483582287,5019.115608962269,1.5422115140900243,8.775,1.8568998150349745
0.035,2691.1,18.444719903205154,5018.272324430436,2.517034933077165,8.7875,1.9178229511075506
0.04,2692.4625,18.46527840056186,5019.0050827841205,3.0595197300804373,8.8625,1.8979999594715078
0.045,2691.1,18.48880465135314,5019.695591109993,2.6352473488372463,8.55,1.6824889987067466
0.05,2691.1875,16.350600827978692,5019.098776207515,3.379869436992309,9.0375,1.895972451925802
0.055,2688.05,18.391678720384558,5019.297030536604,4.082183241942071,8.05,1.63613051952559
0.06,2688.7125,16.14671813125678,5018.722127641205,3.339945893768513,9.075,2.0366828233863323
0.065,2687.2375,19.36425053333975,5018.87178798067,3.9482800648076433,8.7125,1.7755010127155226
0.07,2687.8375,14.573152123700375,5018.8981313126205,4.749232247781018,8.625,1.7568547070086535
0.075,2691.675,19.29346574653762,5020.502091907061,5.443491638981313,8.55,1.8905975178125496
0.08,2684.6625,18.542531670978228,5021.092179563398,4.957916723503162,8.3875,1.9164854986841582
0.085,2686.25,16.737413947232877,5020.555825557157,5.44824995110512,8.95,2.0374695215590464
0.09,2688.075,16.8243375302962,5020.964089506555,6.432752620441975,8.725,1.8978733037068298
0.095,2684.05,15.35970419052765,5020.590952652643,7.129111930300102,8.75,2.2702083943651856
0.1,2681.6375,15.837308880112895,5019.317935883442,7.169643664180351,9.3375,1.7880927383739473
