,count,count,size,size
,mean,std,mean,std
0.0,3514.0,0.0,2743.4385786027296,1.842162177278927e-12
0.005,3516.875,2.0901171602543585,2745.754652720051,1.6700721423189977
0.01,3518.475,2.5011535800044817,2746.689153071705,1.8557655912103306
0.015,3519.125,3.770244499995138,2746.90739508829,2.892263275069605
0.02,3519.35,3.504941566505124,2746.0077419060576,3.015999102522951
0.025,3519.6,5.564539744139004,2746.196646041047,4.243347186632897
0.03,3519.35,5.44223747349826,2745.5366506906867,4.124736935288115
0.035,3520.45,4.657224880735694,2745.1296473100365,3.334093219109371
0.04,3518.8,4.7512481491034535,2744.1569691772283,3.8803599283161314
0.045,3519.0,6.7444183950270675,2741.9268181720836,4.8918164182568376
0.05,3519.125,6.641700044956825,2742.024190039686,6.165929095111489
0.055,3519.425,6.22191124070245,2742.1535337252803,7.054603091680471
0.06,3518.925,5.065658637916441,2740.6711608004675,6.117614236887457
0.065,3519.6,7.379111196565752,2741.15064028826,7.723593401588418
0.07,3519.15,6.757901358353108,2740.5295179965656,6.0126034690828165
0.075,3519.975,7.79706552295354,2739.030685129411,8.064809245939342
0.08,3519.7,8.458647524794847,2738.1798707317844,8.107839188000778
0.085,3518.575,7.78851060446716,2736.1311228765794,6.26944330794206
0.09,3520.15,8.100490646741635,2738.097097316237,8.035075170845984
0.095,3519.675,7.108635052363592,2735.592552221452,7.8701771988243605
0.1,3520.45,9.139797450485293,2737.6151386830265,9.487730899458544
