lap,nlap,netlsd,portrait
46.28396642257882,0.2523031478607937,0.009441545115247944,0.034164215771942674
233.13470730146545,1.1943012195095948,0.05506934840917273,0.18014139673389004
229.84070973569087,1.1886119326474944,0.056590683488152764,0.14490036741235723
224.78732314764548,2.273531994828284,0.2635622273771899,0.9196854928167393
229.85344220788397,2.2421263770050697,0.2664455219411767,0.9191031464424195
168.90078693230927,0.7641796334879024,0.038947028614049875,0.22355817566411607
170.64897608841062,0.6979503261044769,0.03721791237187215,0.19943191996994297
56.1169869034427,0.4034349972776078,0.015492661645716695,0.03359472481936618
52.90878390350986,0.16701501061730167,0.005426275224393179,0.033317725339606766
227.13783854241814,1.1939262277759477,0.0552397765128091,0.19082630823593583
219.25022398227648,1.0400249119877896,0.046157035277156845,0.1416546032095693
227.13111572689786,2.305158096970009,0.2718698769970666,0.9226237592538531
235.93997887026015,2.2814949234994955,0.2727956794242256,0.9176135394018756
175.01730176503176,0.6171264921950033,0.03536275712049651,0.21597289182824897
180.41332239206494,0.721600219771863,0.03830465876581374,0.1673894206041438
36.17935369369778,0.6699774257278985,0.04239508161269617,0.32752965160597647
41.99904150507817,0.7948675664448663,0.0492394445009683,0.340049725937508
206.97061491238512,1.9672607858197038,0.11339093128270863,0.07227078273336401
203.92914613621713,1.8939631731999012,0.11142351315187214,0.07532673847347778
207.58422306520572,2.590381478493011,0.3165387171356644,0.8932149434491989
206.41706415123898,2.6110701626136823,0.32115462048828936,0.8787168602131465
164.89381122818568,1.4494946414076066,0.09671467694033196,0.1464063464285711
161.68667578299883,1.4123470809822314,0.09220548195070402,0.10622742270965602
55.360777897084844,0.8897484627419415,0.05624033916069653,0.3166911037402994
55.60092419164636,0.8888641696940041,0.056646998062221995,0.3046873935512817
210.4420806110823,1.7135259895002146,0.10092188722528667,0.12842683663118146
205.7137353688323,1.7486579189853961,0.10242030695642801,0.10534174535099686
201.11370176633955,2.4541061807365527,0.306157058597678,0.8828412453586139
214.55591958749244,2.4869939450998766,0.30580891413028544,0.8893712126360132
169.9685088617257,1.1198023444931897,0.07766984699923936,0.07034445842587123
149.15571844045283,1.3467338570914205,0.09423450739457088,0.08356290440549362
44.55082939988866,0.5044520464427416,0.030621396332442836,0.1251481672102611
53.16571404449719,0.4440910908136761,0.026714818982484078,0.14129863891143324
201.6162487552322,1.5004182388982288,0.08625651315046745,0.03431280062093399
202.55129092823975,1.6254976075776981,0.09386628308073941,0.0391230686835438
253.3237586417905,3.1102302679605063,0.3767133434890282,0.8351587446777006
204.87253200597047,2.345922935928057,0.2906743700703205,0.8972384265386063
154.70479826689228,1.0902049288934341,0.07664760265263089,0.07216003751646644
170.18991947611545,1.1661888912612706,0.08463175810158136,0.06675867786307171
44.21127163035383,0.5051138330299898,0.030386646596306088,0.1442488695793226
58.386060990551265,0.46639890883939894,0.027589436913116168,0.1242742301205054
204.65741143688572,1.4399517081470392,0.08174638730408756,0.04508588375725198
176.46930920759175,1.4249870822455282,0.07949980759500723,0.03492958160638854
213.735887156064,2.33421249701826,0.2869073301588277,0.9144003500380684
210.0220785739918,2.3095021574621755,0.2860081537719872,0.9075157361213182
156.09550625869116,1.042473354580899,0.06573519676070168,0.04086122387359968
171.8497529407968,1.1274886303993865,0.0716054336280986,0.057926807275725675
34.51795832858312,0.15132379940863894,0.007811450088545171,0.032991055642783415
24.24618172226936,0.20831173613995063,0.007556138862843242,0.030853201266551042
228.9009188150797,1.154684863642477,0.05510589180104611,0.15002668371150274
234.72374457514235,1.1934921079509604,0.05422216092707307,0.1855389314321848
268.7663711589098,2.700527048842309,0.32938277381722886,0.8613980633112519
224.4489769771729,2.2800559384038586,0.2706548804388542,0.9146941333762895
174.46203414732727,0.584505109946013,0.03244485971364124,0.22384916422663326
173.46967991180279,0.6599340283127078,0.036536502247220194,0.20050045925930438
62.966245229550374,0.2724910894084947,0.009810967943523373,0.03239973678657475
63.67013419112899,0.242740160990306,0.012410235177808138,0.032675141919254316
220.96805446326601,1.1208268957335186,0.051984591767008065,0.18036728590962783
224.69097754458696,1.1706068454467882,0.053919188691301245,0.17299538273126785
