,count,count,size,size
,mean,std,mean,std
0.0,2759.0,0.0,1065.2065652161875,0.0
0.005,2760.125,4.53016952193137,1066.7346942933382,4.051720277183074
0.01,2762.55,7.139453401472334,1068.69746599153,5.039977193935347
0.015,2767.15,12.069350884336355,1071.4651556678427,10.38246556507745
0.02,2773.05,15.363877048086461,1076.8401247837483,12.633595193177715
0.025,2775.55,20.13792187480867,1079.379317811287,16.864594002109367
0.03,2776.05,22.305512714033217,1078.7766272437234,17.9723823761041
0.035,2787.425,16.538823788519313,1087.8345981626107,14.498224000060855
0.04,2793.15,18.425943249000433,1094.5678682512612,15.39786118201955
0.045,2797.025,26.38228572356838,1098.2291743804446,22.379545787863574
0.05,2805.375,19.753204868175253,1105.5356459519833,17.839046310727575
0.055,2797.475,24.257155962408607,1099.8823048952033,21.247386913752468
0.06,2805.45,25.433624019577525,1106.3986273876449,21.23899893822888
0.065,2809.2,28.654618815946225,1109.5043523099853,25.430942484466655
0.07,2818.75,29.879887755941994,1118.46730033335,26.41714536274099
0.075,2810.325,30.76077047149502,1111.9925189123837,27.737167138061093
0.08,2827.45,33.82530535045149,1128.8042242693707,29.075148702377938
0.085,2827.1,29.119382918229253,1129.2061758180268,26.85488731846436
0.09,2836.2,29.262910803916085,1135.5840410590959,26.228302470064577
0.095,2839.675,34.650924063602375,1141.6664139487953,30.720972435653138
0.1,2835.575,41.93516821634716,1138.112802441496,38.85023550461032
