,count,count,size,size
,mean,std,mean,std
0.0,3709.0,0.0,3551.415737201075,2.7632432659183902e-12
0.005,3708.875,0.6864064729836441,3550.3500724047453,0.9711652648353946
0.01,3708.85,0.9212588934267868,3549.843335334893,1.234803781762974
0.015,3709.35,1.2919871397311857,3549.5958895978315,2.0028866139560138
0.02,3709.575,1.4656319193702496,3549.076317351857,3.132671847123518
0.025,3710.3,1.8425177868535743,3548.323643667712,2.4591843323233435
0.03,3711.05,2.3528487915498175,3549.1031664606535,3.868448277081908
0.035,3711.875,2.7286467012995326,3549.4651225956377,5.150064584731165
0.04,3711.6,2.2395054399095833,3547.8360770318454,3.988806515399361
0.045,3711.5,2.42846369077981,3549.09950254213,4.661345718401639
0.05,3711.425,2.9078805392878895,3547.74524308787,5.610124864329619
0.055,3712.975,3.2540901284541226,3549.978112384396,6.598572678718064
0.06,3713.35,3.051271277722847,3549.493871419556,5.334876249628372
0.065,3712.1,2.715577097848444,3548.772834612403,6.26890857141897
0.07,3713.025,3.533629644082479,3549.7096334879107,6.3856334281776075
0.075,3712.8,3.4877073506965224,3549.1725880330864,7.6289628606099456
0.08,3712.875,3.617532095439992,3547.516128894312,7.128822060246324
0.085,3712.925,3.181577579980707,3549.77968485053,7.540026753746294
0.09,3713.825,3.4409859946510397,3548.6921435506724,9.638698004344162
0.095,3714.325,3.597630986906343,3548.84843230751,9.361263393298024
0.1,3713.35,4.571651780264985,3550.178821480921,8.347187022836625
